"","X","DAY","MONTH","YEAR","LATITUDE.x","LONGITUDE.x","Depth","Magnitude","Magnitude.Type","FLAG_TSUNAMI","INTENSITY","COUNTRY","LOCATION_NAME","DEATHS","INJURIES","DAMAGE_MILLIONS_DOLLARS","HOUSES_DESTROYED","HOUSES_DAMAGED","TOTAL_MISSING","PeopleAffected","PropertyDamanged"
"1290",1290,5,4,1965,37.505,22.067,20,6.1,"MW",0,10,"GREECE","GREECE:  SOUTHERN",32,200,40000,2556,41000,15,247,43556
"1291",1291,5,4,1975,10.04,-69.755,33,6.1,"MS",0,8,"VENEZUELA","VENEZUELA",3,2,1.2,5000,554,21,26,5554
"1292",1292,5,4,1983,40.025,75.26,33,5.6,"MS",0,5,"CHINA","CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  WUQUA",117,25,300,400,45,62,204,445
"1293",1293,5,4,1990,15.125,147.596,11.4,7.6,"MW",1,4,"USA TERRITORY","NORTHERN MARIANA ISLANDS:  SAIPAN; GUAM",1,4,5,544,4882,15,20,5426
"1294",1294,5,4,1991,-5.982,-77.094,19.8,7.1,"MW",0,7,"PERU","PERU:  RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",53,252,1000,115,8063,9,314,8178
"1295",1295,5,4,1997,39.513,76.865,33,5.9,"MWC",0,7,"CHINA","CHINA:  S. XINJIANG, JIASHI COUNTY",350,23,14000,3000,700,138,511,3700
"1296",1296,5,4,2000,34.22,25.69,38,5.5,"MWC",1,6,"GREECE","GREECE:  CRETE",7,119,170.476,50,600,1,127,650
"1297",1297,5,4,2004,36.512,71.029,187.1,6.6,"MWB",0,6,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",3,5,5,10762,18771,15,23,29533
"1298",1298,5,5,1986,37.993,37.806,9.6,6.1,"MW",0,7,"TURKEY","TURKEY:  DOGANSEHIR-GOLBASHI, KAPIDERE",15,100,5,4000,1951,138,253,5951
"1299",1299,5,5,1990,40.775,15.766,10,5.8,"MW",0,7,"ITALY","ITALY:  POTENZA",2,16,14000,2120,597,138,156,2717
"1300",1300,5,5,2014,19.6557,99.6696,6,6.1,"MWW",0,9,"THAILAND","THAILAND:  CHIANG RAI",160,100,6,20,7000,1,261,7020
"1301",1301,5,5,2015,-5.4624,151.8751,55,7.5,"MWW",1,7,"PAPUA NEW GUINEA","PAPUA NEW GUINEA",1,200,5000,1039,7000,200,401,8039
"1302",1302,5,6,1970,42.51,78.691,15,6.3,"MW",0,8,"KAZAKHSTAN","KAZAKHSTAN:  ALMA-ATA",70,584,2700,5000,1000,62,716,6000
"1303",1303,5,6,1994,-10.349,113.398,25.9,6.1,"MW",1,6,"INDONESIA","INDONESIA:  JAVA",1,6,10.5,2214,500,6,13,2714
"1304",1304,5,6,1994,24.511,121.905,11.4,6.4,"MWB",0,6,"TAIWAN","TAIWAN:  CHI-LUNG, I-LAN, TAIPEI, NAN-AO",1,2,5,400,3700,138,141,4100
"1305",1305,5,7,1983,40.324,27.222,10,6.1,"MS",0,8,"TURKEY","TURKEY:  NW, BIGA, ERDEK, ISTANBUL",5,26,12.5,2410,3700,138,169,6110
"1306",1306,5,7,1988,-5.964,148.78,53.4,6.8,"MW",1,5,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, ARAWE",5,100,20,3,6,200,305,9
"1307",1307,5,7,2001,-16.086,-73.987,62,6.6,"MWC",0,5,"PERU","PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA",18,5,7,300,2740,70,93,3040
"1308",1308,5,7,2005,1.819,97.082,21,6.7,"MWC",0,8,"INDONESIA","INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI",54,233,12,97294,12000,6,293,109294
"1309",1309,5,7,2008,53.882,152.886,632.8,7.7,"MWC",0,5,"RUSSIA","RUSSIA:  SEA OF OKHOTSK",1,4,410.9,264878,264878,1,6,529756
"1310",1310,5,8,2006,-33.126,-68.719,25,5.6,"MWC",0,5,"ARGENTINA","ARGENTINA:  MENDOZA",51,9,2.1,2,66800,17,77,66802
"1311",1311,5,8,2008,32.756,105.494,6,6,"MWC",0,6,"CHINA","CHINA:  SICHUAN PROVINCE",4,29,750,7,100,62,95,107
"1312",1312,5,9,1971,46.505,141.199,18.1,7.3,"MW",1,9,"RUSSIA","RUSSIA:  SAKHALIN, MONERON ISLAND",5,102,60,154,100,15,122,254
"1313",1313,5,9,1996,42.803,17.936,10,6,"MWC",0,8,"CROATIA","BALKANS NW:  CROATIA:  STON, SLANO",5,6,30,30,18771,62,73,18801
"1314",1314,5,9,1996,21.898,121.498,20,6.8,"MWC",1,6,"TAIWAN","TAIWAN REGION",10000,30000,8,392000,392000,200,40200,784000
"1315",1315,5,9,1996,-22.118,-113.436,10,6.9,"MWC",1,11,"CHILE","CHILE:  EASTER ISLAND REGION",94,7,4.5,544,15700,6,107,16244
"1316",1316,5,9,2002,39.77,72.007,31.6,5.5,"MWC",0,7,"KYRGYZSTAN","KYRGYZSTAN",2,717,500,2120,1,1,720,2121
"1317",1317,5,9,2004,33.07,136.618,14,7.2,"MWC",1,8,"JAPAN","JAPAN:  HONSHU:  W COAST: KYOTO",10,4,4000,1287,1025,62,76,2312
"1318",1318,5,9,2004,33.202,137.101,15,6.5,"MW",1,8,"JAPAN","JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",2,40,5,500,3700,15,57,4200
"1319",1319,5,9,2004,33.184,137.071,10,7.4,"MWB",1,9,"JAPAN","JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",7,40,55,66800,100,62,109,66900
"1320",1320,5,9,2011,2.965,97.893,91,6.7,"MWW",0,7,"INDONESIA","INDONESIA:  SUMATRA",10,30,200,1420,23,6,46,1443
"1321",1321,5,9,2012,10.085,-85.315,35,7.6,"MWW",1,6,"COSTA RICA","COSTA RICA:  NICOYA",2,20,10,1000,1097,138,160,2097
"1322",1322,6,10,1973,-60.823,-21.549,33,7,"MS",0,6,"ANTARCTICA","ANTARCTICA",1,6,20,100000,1140,366,373,101140
"1323",1323,6,10,1987,-17.94,-172.225,16,7.3,"MW",1,7,"TONGA","TONGA ISLANDS",6,25,5,115,100,1,32,215
"1324",1324,6,10,1995,-2.045,101.436,33,6.8,"MW",0,8,"INDONESIA","INDONESIA:  SUMATERA, JAMBI PROVINCE",84,1868,4,17600,2500,1,1953,20100
"1325",1325,6,10,1995,65.17,-148.565,9.1,5.8,"MS",0,9,"USA","ALASKA:  FAIRBANKS NORTH STAR COUNTY",10488,750,2.227,3,3487,1,11239,3490
"1326",1326,6,10,1995,65.17,-148.57,9,6,"MWC",0,10,"USA","ALASKA:  FAIRBANKS NORTH STAR COUNTY",5300,97,660,100,100,700,6097,200
"1327",1327,6,10,2000,35.456,133.134,10,6.7,"MWC",0,9,"JAPAN","JAPAN:  HONSHU:  W:  OKAYAMA, TOTTORI",2,130,150,104,2230,138,270,2334
"1328",1328,6,10,2008,29.807,90.35,12,6.3,"MWC",0,8,"CHINA","CHINA:  TIBET (XIZANG PROVINCE)",9,19,0.1,800,517,1,29,1317
"1329",1329,6,11,1983,35.206,115.213,19,5.7,"MB",0,7,"CHINA","CHINA:  E, HEZE-DONGMING, SHANDONG PROVINCE",34,2200,5,3300,18771,62,2296,22071
"1330",1330,6,11,1988,23.181,99.439,10,6.4,"MB",0,8,"CHINA","CHINA:  YUNNAN PROVINCE",4,15,32.7,8229,1800,138,157,10029
"1331",1331,6,11,1988,22.789,99.611,17.8,7.7,"MW",0,10,"CHINA","CHINA:  YUNNAN PROVINCE",738,3900,269,412000,339000,15,4653,751000
"1332",1332,6,11,1990,28.251,55.462,10.6,6.6,"MW",0,9,"IRAN","IRAN:  S, DARAB",22,100,232.3,34,700,11,133,734
"1333",1333,6,11,2011,35.532,-96.765,5.2,5.7,"MWW",0,8,"USA","OKLAHOMA:  SPARKS",62,2,1,14,532,11,75,546
"1334",1334,6,12,1978,44.592,146.581,91,6.7,"MB",0,8,"RUSSIA","RUSSIA:  KURIL ISLANDS",3,1,58.35,400,90,138,142,490
"1335",1335,6,12,2000,39.566,54.799,30,7,"MWC",0,10,"TURKMENISTAN","TURKMENISTAN:  NEBITDAG-TURKMENBASHI",11,65,130,300,11,138,214,311
"1336",1336,6,12,2004,42.9,145.228,35,6.8,"MWB",0,10,"JAPAN","JAPAN:  HOKKAIDO:  KUSHIRO",26,4,8,12000,2230,62,92,14230
"1337",1337,6,12,2016,5.2834,96.1678,13,6.5,"MWW",0,7,"INDONESIA","INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA",101,600,730,245,11922,6,707,12167
"1338",1338,6,2,1973,31.398,100.581,33,7.4,"MS",0,10,"CHINA","CHINA:  SICHUAN PROVINCE",6,100,1000,168,100,11,117,268
"1339",1339,6,2,1987,36.988,141.689,47.7,6.8,"MW",1,8,"JAPAN","JAPAN:  EAST COAST HONSHU",1,11,55,4000,100,138,150,4100
"1340",1340,6,2,1988,24.688,91.57,33,5.9,"MW",0,7,"BANGLADESH","BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM",2,100,178,769,3487,21,123,4256
"1341",1341,6,2,2012,9.999,123.206,11,6.7,"MWW",0,8,"PHILIPPINES","PHILIPPINES:  NEGROS ORIENTAL PROVINCE",51,112,15,15000,7,62,225,15007
"1342",1342,6,2,2013,-10.799,165.114,24,8,"MWW",1,8,"SOLOMON ISLANDS","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS",1,1500,200,100,60,70,1571,160
"1343",1343,6,3,1987,0.151,-77.821,10,7.2,"MW",0,9,"ECUADOR","ECUADOR:  NAPO PROVINCE, QUITO, TULCAN",5000,261,1500,300,15,1,5262,315
"1344",1344,6,3,1988,56.953,-143.032,10,7.8,"MW",1,5,"USA","ALASKA:  GULF OF ALASKA:  ANCHORAGE",10000,30000,506,3,1951,366,40366,1954
"1345",1345,6,3,2007,-0.493,100.498,19,6.4,"MWC",0,8,"INDONESIA","INDONESIA:  SUMATRA:  SOUTHERN",67,826,10,43719,43719,70,963,87438
"1346",1346,6,4,1977,31.983,50.683,41,5.9,"MS",0,6,"IRAN","IRAN:  NAGHAN,ARDAL,JAGHDAN,DASTGERD,KORDAN,SARMUR",366,200,72,2,1420,1,567,1422
"1347",1347,6,4,1997,39.537,76.998,33,6,"MWC",0,8,"CHINA","CHINA:  S. XINJIANG",306,12,250,1500,1951,1,319,3451
"1348",1348,6,4,2006,23.322,70.477,10,5.5,"MWB",0,8,"INDIA","INDIA:  GUJARAT",270,350,200,150,540,21,641,690
"1349",1349,6,4,2009,42.334,13.334,8.8,6.3,"MWC",0,5,"ITALY","ITALY:  L'AQUILA",309,1500,2500,15000,260,62,1871,15260
"1350",1350,6,4,2010,2.383,97.048,31,7.8,"MWC",1,6,"INDONESIA","INDONESIA:  SUMATRA",5,4723,130,40,15,5,4733,55
"1351",1351,6,5,1976,46.356,13.275,9,6.5,"MS",0,10,"ITALY","ITALY:  NE, BALKANS NW:   SLOVENIA: NW",978,1700,3600,400,5000,1,2679,5400
"1352",1352,6,5,1999,29.501,51.88,33,6.2,"MWC",0,7,"IRAN","IRAN:  SOUTHERN:  FARS PROVINCE",26,100,0.5,800,600,11,137,1400
"1353",1353,6,5,2010,-18.058,-70.547,37,6.2,"MWC",0,7,"PERU","PERU:  TACNA",7,11,5,1287,41,1,19,1328
"1354",1354,6,6,1994,2.917,-76.057,12.1,6.8,"MW",0,6,"COLOMBIA","COLOMBIA:  CAUCA, HUILA",650,100,2.4,200,1111,1,751,1311
"1355",1355,6,6,2000,40.693,32.992,10,6,"MWC",0,7,"TURKEY","TURKEY:  CERKES, CUBUK, ORTA",2,80,4,2214,3700,138,220,5914
"1356",1356,6,6,2008,35.883,-0.658,4,5.5,"MWC",0,7,"ALGERIA","ALGERIA:  ORAN",1,30,0.4,251,600,15,46,851
"1357",1357,6,7,1965,38.384,22.545,20,6.3,"MW",1,8,"GREECE","NORTH CORINTH GULF",1,6,20,2556,5000,1,8,7556
"1358",1358,6,7,1987,-14.074,167.828,47.5,6.6,"MW",1,9,"VANUATU","VANUATU ISLANDS",1,3757,1500,6000,150,1,3759,6150
"1359",1359,6,7,1990,-6.904,108.12,13.5,5.5,"MW",0,8,"INDONESIA","INDONESIA:  JAVA:  W, KUNINGAN, MAJALENGA",5,103,36,10300,5,17,125,10305
"1360",1360,6,7,2011,-29.539,-176.34,17,7.6,"MWW",1,7,"KERMADEC ISLANDS (NEW ZEALAND)","NEW ZEALAND: KERMADEC ISLANDS",1,200,1,115,66800,6,207,66915
"1361",1361,6,8,1982,-8.375,120.577,45.7,5.9,"MB",0,5,"INDONESIA","INDONESIA:  FLORES ISLANDS:  RUTENG",181,27,33.5,5000,700,1,209,5700
"1362",1362,6,8,1983,40.142,24.766,2.4,6.8,"MW",1,6,"GREECE","GREECE:  AEGEAN SEA",5,600,600,200,50,1,606,250
"1363",1363,6,8,1984,32.386,131.945,46.2,6.9,"MW",1,6,"JAPAN","JAPAN:  KYUSHU:  NOBEOKA",20,6,245,3000,45,1,27,3045
"1364",1364,6,8,1988,25.149,95.127,90.5,7.3,"MW",1,6,"MYANMAR (BURMA)","MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL",38,30,1,12000,32,138,206,12032
"1365",1365,6,9,1971,46.756,141.524,19.2,6.1,"MW",1,5,"RUSSIA","RUSSIA:  KHOLMSK",700,30,85,1,20,1,731,21
"1366",1366,6,9,1975,38.474,40.723,26,6.7,"MS",0,9,"TURKEY","TURKEY:  LICE",2311,3372,17,1156,5000,6,5689,6156
"1367",1367,6,9,2002,38.381,13.701,5,6,"MWC",0,7,"ITALY","ITALY:  SICILY:  PALERMO",2,20,500,800,32,62,84,832
"1368",1368,7,1,2008,-0.795,134.012,12,5.9,"MWC",0,8,"INDONESIA","INDONESIA: NEW GUINEA: MANOKWARI,",30,6,4.34,126,22,70,106,148
"1369",1369,7,10,1968,26.358,140.635,500,7.3,"MW",0,6,"JAPAN","JAPAN:  BONIN ISLANDS",1,4,5,37000,517,11,16,37517
"1370",1370,7,10,2004,37.125,54.477,34.6,5.6,"MWB",0,8,"IRAN","IRAN:  GOLESTAN",2,60,40,7500,800,11,73,8300
"1371",1371,7,10,2009,-12.622,166.352,35,5.8,"MB",0,6,"SOLOMON ISLANDS","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS",1,5,1.45,1700,7561,17,23,9261
"1372",1372,7,10,2009,-12.517,166.382,35,7.8,"MWC",0,7,"SOLOMON ISLANDS","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS",1,161,0.6,2410,1000,200,362,3410
"1373",1373,7,10,2009,-13.006,166.51,45,7.7,"MWW",1,4,"VANUATU","VANUATU ISLANDS",1,6274,2200,113909,169632,1,6276,283541
"1374",1374,7,10,2014,23.3834,100.4702,8.51,6.1,"MWW",0,4,"CHINA","CHINA:   YUNNAN PROVINCE:  YONGPING",1,323,300,500,12528,1,325,13028
"1375",1375,7,11,1976,33.802,59.155,13,6.2,"MS",0,8,"IRAN","IRAN:  KHORASAN PROVINCE",17,100,70,500,56,62,179,556
"1376",1376,7,11,2007,22.15,92.388,28.7,5.5,"MWC",0,5,"BANGLADESH","BANGLADESH:  CHITTAGONG, BANDARBAN, RANGAMATI",1,10,358,2992,1000,9,20,3992
"1377",1377,7,11,2012,13.988,-91.895,24,7.4,"MWW",1,8,"GUATEMALA","GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",48,155,2,2769,7561,1,204,10330
"1378",1378,7,12,1979,34.033,59.817,31,6,"MS",0,6,"IRAN","IRAN",5300,1500,5,25000,100,700,7500,25100
"1379",1379,7,12,1986,43.274,25.912,20.5,5.6,"MW",0,7,"BULGARIA","BULGARIA:  VELIKO TURNOVO-TURGOVISHTE",3,60,5,690,2000,11,74,2690
"1380",1380,7,12,1988,40.987,44.185,5.4,6.8,"MS",0,10,"ARMENIA","ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN",25000,3,16200,28417,150,366,25369,28567
"1381",1381,7,12,2012,37.89,143.949,31,7.3,"MWW",1,7,"JAPAN","JAPAN:  HONSHU:  MIYAGI PREFECTURE",25,11,5,200,90,138,174,290
"1382",1382,7,12,2015,38.2107,72.7797,22,7.2,"MWW",0,6,"TAJIKISTAN","TAJIKISTAN",2,3,200,500,2230,15,20,2730
"1383",1383,7,2,1984,-10.012,160.469,18.1,7.6,"MW",0,6,"SOLOMON ISLANDS","SOLOMON ISLANDS:  GUADALCANAL",1,400,0.6,200,600,200,601,800
"1384",1384,7,2,1993,37.634,137.245,10.6,6.6,"MWB",1,9,"JAPAN","JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",2,394,8,16,500,15,411,516
"1385",1385,7,2,2004,-4.003,135.023,10,7.3,"MWB",0,8,"INDONESIA","INDONESIA:  NABIRE",5,1088,8000,2556,17,70,1163,2573
"1386",1386,7,3,1966,37.156,114.875,25,6.5,"MW",0,9,"CHINA","CHINA:  HEBEI PROVINCE",2220,102,5,1500,45,6,2328,1545
"1387",1387,7,3,1975,27.497,56.26,27,6.1,"MS",0,8,"IRAN","IRAN:  SARKHUN,QALEH QAZI,QADHAD,NONG-E-BALA",7,11,5,20,400,1,19,420
"1388",1388,7,3,2006,23.777,70.899,10,5.5,"MWB",0,8,"INDIA","INDIA:  GUJARAT",270,7,15000,1500,17,9,286,1517
"1389",1389,7,4,1970,15.791,121.63,25,7.4,"MW",1,6,"PHILIPPINES","PHILIPPINES:  LUZON",15,200,1e+05,2305,12000,15,230,14305
"1390",1390,7,4,1995,-15.199,-173.529,21.2,7.4,"MW",1,7,"SAMOA","SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE",51,420,31,5,133000,200,671,133005
"1391",1391,7,4,2009,42.275,13.464,15.1,5.5,"MWC",0,8,"ITALY","ITALY:  L'AQUILA",1,4,5,10762,3500,15,20,14262
"1392",1392,7,4,2011,38.276,141.588,42,7.1,"MWW",1,10,"JAPAN","JAPAN: NEAR E COAST HONSHU",3,132,100,2120,90,138,273,2210
"1393",1393,7,5,1984,41.765,13.898,10,5.9,"MW",0,8,"ITALY","ITALY:  S CENTRAL:  ABRUZZO",3,100,5,15000,600,138,241,15600
"1394",1394,7,5,1986,51.52,-174.776,33,8,"MW",1,6,"USA","ALASKA:  ALEUTIAN ISLANDS:  ADAK",600,6,2147,300,100,62,668,400
"1395",1395,7,5,1989,23.553,99.526,33,5.6,"MW",0,7,"CHINA","CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN",1,91,54,5300,90,21,113,5390
"1396",1396,7,5,2008,36.164,141.526,27,6.9,"MWC",0,10,"JAPAN","JAPAN:  HONSHU:  E COAST",34,6,1e+05,1287,15706,62,102,16993
"1397",1397,7,5,2012,41.549,46.789,11,5.6,"MWW",0,8,"AZERBAIJAN","AZERBAIJAN:  ZAGATALA",2,50,20,3100,5000,11,63,8100
"1398",1398,7,6,1976,17.403,-100.635,45,6.4,"MS",0,5,"MEXICO","MEXICO:  MEXICO CITY",2311,2,70,1000,127,17,2330,1127
"1399",1399,7,6,1982,16.558,-98.358,33.8,7,"MS",0,6,"MEXICO","MEXICO:  GUERERRO, ORZIBA, OAXACA, GUADALUPE",9,15,68,500,22,138,162,522
"1400",1400,7,6,2000,26.856,97.238,33,6.3,"MWC",0,7,"CHINA","CHINA:  YUNNAN PROVINCE:  LIUKU; MYANMAR",1,300,5,5739,3288,28,329,9027
"1401",1401,7,6,2000,-4.612,101.905,33,6.7,"MWC",0,8,"INDONESIA","INDONESIA:  SOUTHERN SUMATERA:  LAHAT",1,26,8,168,600,6,33,768
"1402",1402,7,6,2016,1.2789,126.3712,31,6.3,"MWW",0,7,"INDONESIA","INDONESIA:  MALUKU:  TERNATE ISLAND",1,92,50,12000,86,9,102,12086
"1403",1403,7,7,2001,-17.543,-72.077,33,7.6,"MWC",0,7,"PERU","PERU:  AREQUIPA, ARICA",1,30,6,200,35,70,101,235
"1404",1404,7,7,2014,14.724,-92.4614,53,6.9,"MWW",0,7,"MEXICO","MEXICO; GUATEMALA:  SAN MARCOS",5,12,300,1000,50,5,22,1050
"1405",1405,7,8,1993,41.985,139.839,13.8,6.5,"MWB",1,9,"JAPAN","JAPAN",10,1300,4600,100,45,1,1311,145
"1406",1406,7,8,2015,-2.0913,28.9515,10,5.5,"MWC",0,5,"RWANDA","RWANDA:  BUKAVU",3,30,1,11,82000,6,39,82011
"1407",1407,7,9,1999,38.119,23.605,10,6,"MWC",0,9,"GREECE","GREECE:  ATHENS",143,1600,4200,53000,43719,15,1758,96719
"1408",1408,7,9,2004,-28.573,-65.84,22.3,6.4,"MWB",0,8,"ARGENTINA","ARGENTINA: CATAMARCA",1,10,20,500,40,17,28,540
"1409",1409,7,9,2012,27.575,103.983,10,5.5,"MWW",0,8,"CHINA","CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG",81,821,1000,37000,133000,5,907,170000
"1410",1410,7,9,2013,14.6056,-92.1207,66,6.4,"MWW",0,5,"GUATEMALA","GUATEMALA:  COATEPEQUE, QUETZALTENANGO",1,11,700,40,22,138,150,62
"1411",1411,8,1,1984,-2.823,118.806,33,7,"MW",1,6,"INDONESIA","INDONESIA:  SULAWESI:  W",2,89,0.5,6,685,200,291,691
"1412",1412,8,1,2006,36.311,23.212,66,6.7,"MWB",0,9,"GREECE","GREECE:  SOUTHERN",25,3,0.9,8000,1800,15,43,9800
"1413",1413,8,1,2007,39.803,70.312,16,6,"MWB",0,6,"KYRGYZSTAN","KYRGYZSTAN:  ISFARIA",1,200,164.8,187,2230,62,263,2417
"1414",1414,8,1,2009,10.165,-84.197,14,6.1,"MWC",0,6,"COSTA RICA","COSTA RICA:  LA PAZ",23,100,1.5,518,82000,17,140,82518
"1415",1415,8,10,1974,17.3,-62,47,7.5,"MS",0,8,"ANTIGUA AND BARBUDA","ANTIGUA AND BARBUDA; ST KITTS",100,4,58.35,2305,20000,1,105,22305
"1416",1416,8,10,1994,-1.258,127.98,16.6,6.8,"MWB",1,8,"INDONESIA","INDONESIA:  HALMAHERA",1,52,17,40,500,9,62,540
"1417",1417,8,10,2005,34.539,73.588,26,7.6,"MWC",0,8,"PAKISTAN","PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",76213,146599,6680,339000,392000,700,223512,731000
"1418",1418,8,11,1980,41.117,-124.253,19,7.2,"MW",0,7,"USA","CALIFORNIA:  NORTH COAST",5,91,2.75,300,3400,62,158,3700
"1419",1419,8,11,1997,35.069,87.325,33,7.5,"MWC",0,6,"CHINA","CHINA:  TIBET (XIZANG PROVINCE)",4,300,5,8,2230,1,305,2238
"1420",1420,8,11,2000,7.042,-77.829,17,6.5,"MWC",0,8,"PANAMA","PANAMA-COLOMBIA:  JURADO",7,2,1,800,86,5,14,886
"1421",1421,8,11,2004,37.396,138.862,10,5.5,"MWB",0,7,"JAPAN","JAPAN:  HONSHU:  NIIGATA PREFECTURE",299,8,2.43,38000,28,62,369,38028
"1422",1422,8,11,2009,-8.207,118.631,18,6.6,"MWC",0,6,"INDONESIA","INDONESIA:  SUMABAWA:  BIMA",2,200,2.43,3000,532,200,402,3532
"1423",1423,8,12,2009,-9.948,33.878,8,5.9,"MWC",0,7,"MALAWI","MALAWI:  KARONGA",1,15,33.5,690,28417,70,86,29107
"1424",1424,8,12,2016,-10.6787,161.3214,40,7.8,"MWW",0,10,"SOLOMON ISLANDS","SOLOMON ISLANDS",1,200,1.714,191,126,1,202,317
"1425",1425,8,2,1987,-6.088,147.689,54.9,7.4,"MS",1,7,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND",3,151,2.625,8229,7561,1,155,15790
"1426",1426,8,2,1990,9.755,124.694,25.9,6.8,"MW",1,7,"PHILIPPINES","PHILIPPINES:  BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",1,300,0.9,1150,600,9,310,1750
"1427",1427,8,2,1995,4.104,-76.622,73.5,6.4,"MWB",0,4,"COLOMBIA","COLOMBIA:  CALI, PEREIRA, ARMENIA, CALARCA",45,400,50,2000,554,1,446,2554
"1428",1428,8,2,2013,-10.928,166.018,21,7.1,"MWW",1,3,"SOLOMON ISLANDS","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS",1,104,12.5,53000,66800,200,305,119800
"1429",1429,8,3,1977,0.451,100.021,22,6,"MS",0,8,"INDONESIA","INDONESIA:  SUMATERA,SINURAT,TALU",4,100,15800,7,41,200,304,48
"1430",1430,8,3,1989,1.031,126.189,31.9,6.1,"MW",0,7,"INDONESIA","INDONESIA:  MOLUCCA PASSAGE:  MOROTAI, TANAWANGU",13,45,19.5,415,22,9,67,437
"1431",1431,8,3,2010,38.864,39.986,12,6.1,"MWC",0,5,"TURKEY","TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI",51,100,4,287,287,62,213,574
"1432",1432,8,4,1976,40.311,63.773,33,7,"MS",0,7,"UZBEKISTAN","UZBEKISTAN:  GAZLI",9,30,8,34,20,1,40,54
"1433",1433,8,4,1994,40.608,143.683,13.3,6.4,"MWB",1,9,"JAPAN","JAPAN:  OFF EAST COAST OF HONSHU ISLAND",1,12,0.6,187,20,138,151,207
"1434",1434,8,5,1974,34.522,138.74,2,6.5,"MS",1,9,"JAPAN","JAPAN:  NAKAGI",30,102,0.92,134,20,11,143,154
"1435",1435,8,5,2001,13.605,-88.795,10,5.7,"MWC",0,6,"EL SALVADOR","EL SALVADOR:  CONCHAGUA",1,600,1.1,84,70,9,610,154
"1436",1436,8,5,2014,17.2349,-100.7461,17.09,6.4,"MWW",0,6,"MEXICO","MEXICO:  TECPAN",2,252,1968,40,9350,138,392,9390
"1437",1437,8,6,1972,-30.466,-71.699,45,6.7,"MW",1,7,"CHILE","CHILE:  CENTRAL",2,1138,20,45,133000,200,1340,133045
"1438",1438,8,6,1993,51.218,157.829,70.6,7.5,"MW",1,10,"RUSSIA","RUSSIA:  KAMCHATKA",2,7,4.2,2500,300,11,20,2800
"1439",1439,8,6,2008,37.963,21.525,16,6.4,"MWC",0,8,"GREECE","GREECE:  ACHAIA, ILEIA",2,240,55.6,1156,340,15,257,1496
"1440",1440,8,7,1975,21.485,94.7,157,6.5,"MB",0,6,"MYANMAR (BURMA)","MYANMAR (BURMA):  PAGAN",1,4,1,10762,5000,62,67,15762
"1441",1441,8,7,1980,-12.41,166.381,33,7.5,"MS",0,8,"SOLOMON ISLANDS","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS:  BANKS",1,104,1700,60,20000,1,106,20060
"1442",1442,8,7,1986,34,-116.61,10,6,"MWC",0,7,"USA","CALIFORNIA:  PALM SPRINGS",1476,29,4.5,294,71,9,1514,365
"1443",1443,8,7,1986,33.999,-116.608,9.468,6,"MW",0,7,"USA","CALIFORNIA:  PALM SPRINGS",844,29,4.5,8200,31,138,1011,8231
"1444",1444,8,7,2008,-15.986,-71.748,123,6.2,"MWC",0,6,"PERU","PERU:  AREQUIPA",1,12000,5,3,10044,1,12002,10047
"1445",1445,8,7,2013,-8.803,113.002,60,5.7,"MWW",0,7,"INDONESIA","INDONESIA:  JAVA",1,1,5,124,181665,200,202,181789
"1446",1446,8,8,1983,35.498,139.069,24.8,5.7,"MW",0,6,"JAPAN","JAPAN:  HONSHU:  S COAST",1,28,2500,300,1025,1,30,1325
"1447",1447,8,8,1987,-19.022,-69.991,69.7,7.2,"MW",0,7,"CHILE","CHILE:  ARICA, IQUIQUE",5,112,1,1000,35,1,118,1035
