"","X","DAY","MONTH","YEAR","LATITUDE.x","LONGITUDE.x","Depth","Magnitude","Magnitude.Type","FLAG_TSUNAMI","INTENSITY","COUNTRY","LOCATION_NAME","DEATHS","INJURIES","DAMAGE_MILLIONS_DOLLARS","HOUSES_DESTROYED","HOUSES_DAMAGED","TOTAL_MISSING","PeopleAffected","PropertyDamanged"
"748",748,23,2,2001,29.513,101.129,33,5.6,"MWC",0,6,"CHINA","CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",3,109,1.4,60000,60000,28,140,120000
"749",749,23,2,2006,26.912,91.705,10,5.8,"MWB",0,8,"BHUTAN","BHUTAN:  TASHIGANG",6,5,5,126,126,62,73,252
"750",750,23,3,1969,39.083,28.493,15,5.9,"MW",0,8,"TURKEY","TURKEY:  DEMIRCI, GORDES, SINDIRGI",11,91,6,2000,1,11,113,2001
"751",751,23,3,1978,44.209,148.971,46,6.8,"MS",1,5,"RUSSIA","RUSSIA:  KURIL ISLANDS",171,1001,100,7,20,11,1183,27
"752",752,23,3,1978,44.932,148.439,33,7.5,"MS",1,6,"RUSSIA","RUSSIA:  KURIL ISLANDS",3,266,6,20000,593,1,270,20593
"753",753,23,3,1983,38.294,20.262,19.1,6.4,"MW",0,7,"GREECE","GREECE: VONITSA",5,7,5,160,3700,138,150,3860
"754",754,23,4,1970,39.071,28.808,20,5.7,"MW",0,8,"TURKEY","TURKEY:  DEMIRCI, MANISA",18,43,2.1,150,150,1,62,300
"755",755,23,4,1992,33.96,-116.317,11.629,6.1,"MW",0,7,"USA","CALIFORNIA:  JOSHUA TREE, ANGELUS OAKS",196,32,6.5,191,15,11,239,206
"756",756,23,4,1997,13.986,144.901,100.8,6.5,"MWC",0,7,"USA TERRITORY","GUAM",1,4,5,8094,393,21,26,8487
"757",757,23,4,2004,-9.362,122.839,65.8,6.7,"MWB",0,7,"INDONESIA","INDONESIA:  TIMOR: KUPANG",1,10,36,3000,41,1,12,3041
"758",758,23,5,1968,-41.659,172.02,20,7.2,"MW",0,7,"NEW ZEALAND","NEW ZEALAND:  SOUTH ISLAND:  NW COAST",3,123,3,25000,40,366,492,25040
"759",759,23,5,1978,40.759,23.268,10,5.7,"MB",0,7,"GREECE","GREECE:  THESSALONIKI, VOLVI, LANGADAS",1185,2,5,3000,3487,5,1192,6487
"760",760,23,5,1987,8.047,125.41,32,5.7,"MW",0,2,"PHILIPPINES","PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY",1,2,4.15,7500,25,1,4,7525
"761",761,23,5,1989,-52.341,160.568,10,8.2,"MW",1,7,"AUSTRALIA","MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND",1,500,150,544,41,17,518,585
"762",762,23,5,2001,27.689,101.003,33,5.5,"MWC",0,7,"CHINA","CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN",2,605,36,39700,35,28,635,39735
"763",763,23,6,2001,-16.265,-73.641,33,8.4,"MWW",1,8,"PERU","PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",77,2713,36.1,22399,2,138,2928,22401
"764",764,23,6,2014,-29.9772,-177.7247,20,6.9,"MWW",1,9,"NEW ZEALAND","NEW ZEALAND:  SSE OF RAOUL ISLAND",2,50,35,300,66800,17,69,67100
"765",765,23,6,2014,51.8486,178.7352,109,7.9,"MWW",1,7,"USA","ALASKA:  ALEUTIAN ISLANDS",8200,3000,50,66800,2000,366,11566,68800
"766",766,23,7,1978,22.282,121.512,17,7.4,"MS",1,10,"TAIWAN","TAIWAN",120,500,2147,135,570,11,631,705
"767",767,23,7,1982,36.194,141.702,36.6,7.1,"MW",1,6,"JAPAN","IBARAKI, JAPAN",18,8,100,60,300,15,41,360
"768",768,23,7,2005,35.498,139.982,61,5.9,"MWB",0,8,"JAPAN","JAPAN:  HONSHU:  TOKYO",7,27,4,1,20,62,96,21
"769",769,23,7,2008,39.802,141.464,108,6.8,"MWC",0,7,"JAPAN","JAPAN:  HONSHU:  N",1,200,0.5,90,90,15,216,180
"770",770,23,7,2010,6.497,123.48,578,7.6,"MWC",0,4,"PHILIPPINES","PHILIPPINES:  CELEBES SEA:  MORO GULF",1,27,0.5,108226,12000,1,29,120226
"771",771,23,8,1965,16.081,-95.867,25,7.4,"MW",1,8,"MEXICO","MEXICO:  ME\XICO CITY, OAXACA",6,171,10,115,700,15,192,815
"772",772,23,8,1985,39.431,75.224,6.8,7,"MW",0,7,"CHINA","CHINA:  S XINJIANG:  WUQUA-SHUFU",71,162,5,800,5192,15,248,5992
"773",773,23,8,2011,37.9096667,-77.9363333,0.02,5.8,"MW",0,7,"USA","VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",200,60,1.4,16,720,15,275,736
"774",774,23,9,1974,-0.278,12.917,33,6.2,"MS",0,8,"GABON","GABON",75,100,4.5,160,41,70,245,201
"775",775,23,9,1990,33.267,138.643,10,6.5,"MW",1,7,"JAPAN","JAPAN:  W. OF BONIN ISLANDS, IZU IS.",5,14,5,20401,160,138,157,20561
"776",776,24,1,1965,-2.608,125.952,20,8.2,"MW",1,6,"INDONESIA","INDONESIA:  SANANA ISLAND",71,3372,4000,3000,41,5,3448,3041
"777",777,24,1,1980,37.852,-121.815,11,5.8,"MW",0,7,"USA","CALIFORNIA:  LIVERMORE",4689,50,11.5,66800,100000,1,4740,166800
"778",778,24,1,1983,16.147,-95.232,56.8,6.3,"MB",0,7,"MEXICO","MEXICO:  OAXACA:   SALINA CRUZ",1,4,0.5,1700,2000,138,143,3700
"779",779,24,1,1987,41.529,79.318,28.9,6.2,"MW",0,7,"CHINA","CHINA:  XINGJIANG WEIWUER ZIZHIQU PROVINCE, WUSHI",2,2000,12.5,417,500,62,2064,917
"780",780,24,1,2005,-1.364,-80.785,16.9,6.1,"MWB",0,7,"ECUADOR","ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO",3,200,5,3400,82000,200,403,85400
"781",781,24,1,2016,59.6363,-153.4051,129,7.1,"MWW",0,4,"USA","ALASKA:  KENAI",5000,30,6,4,2230,17,5047,2234
"782",782,24,10,1980,18.211,-98.24,72,6.4,"MB",0,9,"MEXICO","MEXICO:  S, HUAJAPAN DE LEON, OAXACA",300,1200,5,12000,14118,28,1528,26118
"783",783,24,10,2002,-1.884,29.004,11,6.2,"MWC",0,7,"CONGO","CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI",2,15,4.34,512,82000,6,23,82512
"784",784,24,11,1971,52.803,159.199,125,7.3,"MW",0,7,"RUSSIA","RUSSIA:  OFF KAMCHATKA, SHEMYA",7,600,358,100,100,11,618,200
"785",785,24,11,1976,39.121,44.029,36,7.3,"MS",0,10,"TURKEY","TURKEY:  MURADIYE",5000,38568,60,400000,720,70,43638,400720
"786",786,24,11,1987,33.09,-115.792,10.853,6.2,"MW",0,6,"USA","CALIFORNIA:  SUPERSTITION HILLS",2,1,3,126,840,138,141,966
"787",787,24,11,1987,33.08,-115.78,5,6,"MWC",0,6,"USA","CALIFORNIA:  SUPERSTITION HILLS",2,50,3,1,8000,138,190,8001
"788",788,24,11,2015,-10.0598,-71.0184,620.56,7.6,"MWW",0,6,"PERU","PERU-BRAZIL",1,4,2.1,328,455,200,205,783
"789",789,24,11,2016,11.9065,-88.8957,10,6.9,"MWW",1,8,"NICARAGUA","NICARAGUA",3,60,5,300,86,28,91,386
"790",790,24,2,1981,38.222,22.934,33,6.7,"MS",1,8,"GREECE","GREECE:  ATHENS-EASTERN GULF OF CORINTH",22,400,812,8000,3487,62,484,11487
"791",791,24,2,2003,39.61,77.23,11,6.3,"MWC",0,7,"CHINA","CHINA:  S. XINJIANG:  BACHU",261,4000,1500,71000,15706,62,4323,86706
"792",792,24,2,2004,35.142,-3.997,0,6.4,"MWB",0,9,"MOROCCO","MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH",628,926,2,2539,12528,62,1616,15067
"793",793,24,3,1978,44.244,148.862,33,7.6,"MS",1,6,"RUSSIA","RUSSIA:  KURIL ISLANDS",322,129,55,10000,2230,11,462,12230
"794",794,24,3,1978,42.839,78.606,33,7.1,"MS",0,8,"KAZAKHSTAN","KAZAKHSTAN:  ALMA-ATA",7,560,6500,40,18771,15,582,18811
"795",795,24,3,1984,44.117,148.192,44.4,7.2,"MW",1,8,"RUSSIA","RUSSIA:  KURIL ISLANDS",4,10,5,26,1390,138,152,1416
"796",796,24,3,1987,37.447,137.865,23.3,5.7,"MW",1,6,"JAPAN","JAPAN:  HONSHU ISLAND",95,40,0.9,37000,17,62,197,37017
"797",797,24,3,2001,34.083,132.526,50,6.8,"MWC",0,9,"JAPAN","JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",2,161,500,3000,3700,15,178,6700
"798",798,24,3,2004,45.382,118.256,18.8,5.5,"MWB",0,8,"CHINA","CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI",1,100,74,38000,1001,1,102,39001
"799",799,24,3,2011,20.687,99.822,8,6.9,"MWW",0,10,"MYANMAR (BURMA)","MYANMAR:  TACHILEK",75,123,3.6,168,10104,28,226,10272
"800",800,24,4,1972,23.564,121.539,22.2,7,"MW",0,5,"TAIWAN","TAIWAN:  HUALIEN",4,11,0.92,526,1951,62,77,2477
"801",801,24,4,1973,4.956,-78.144,50,6.5,"MS",0,7,"COLOMBIA","COLOMBIA; SAN CRISTOBAL, VENEZUELA",1,11,358,500,20,21,33,520
"802",802,24,4,1984,37.32,-121.7,8,6.1,"MWC",0,8,"USA","CALIFORNIA:  CENTRAL:  MORGAN HILL",4689,27,8,328,1390,700,5416,1718
"803",803,24,4,1984,37.3096667,-121.6788333,8.193,6.2,"ML",0,8,"USA","CALIFORNIA:  CENTRAL:  MORGAN HILL",402,27,8,1000,12000,11,440,13000
"804",804,24,4,1985,16.498,120.815,33,6.1,"MW",0,7,"PHILIPPINES","PHILIPPINES:  LUZON:  BENGUET PROVINCE,  BAGUIO",6,11,2.4,1156,10533,1,18,11689
"805",805,24,4,2002,42.436,21.466,10,5.7,"MWC",0,8,"SERBIA AND MONTENEGRO","BALKANS NW:  KOSOVO; MACEDONIA:  N",1,60,1.75,99,1200,1,62,1299
"806",806,24,4,2011,-4.586,122.771,8,6.1,"MWW",0,7,"INDONESIA","INDONESIA:   SULAWESI:  KENDARI",1,14,0.4,200,994,200,215,1194
"807",807,24,4,2013,34.526,70.22,63.8,5.5,"MWW",0,6,"AFGHANISTAN","AFGHANISTAN:  KAMA",18,141,0.5,200,676,62,221,876
"808",808,24,5,1979,42.255,18.752,8,6.2,"MS",0,8,"MACEDONIA","BALKANS NW:  MACEDONIA:  DEBAR",48,65,233,500,3700,138,251,4200
"809",809,24,5,1990,5.358,31.848,16,7.1,"MW",0,10,"SUDAN","SUDAN:  JUBA, KAPENGURIA",2,40,0.1,800,50,9,51,850
"810",810,24,5,1994,23.959,122.448,16.3,6.6,"MWB",1,4,"TAIWAN","TAIWAN",2,3,1,2556,1500,15,20,4056
"811",811,24,5,2008,4.33,-73.764,8.9,5.9,"MWC",0,7,"COLOMBIA","COLOMBIA:  META, QUETAME",6,252,3,1500,7561,200,458,9061
"812",812,24,5,2013,54.892,153.221,598.1,8.3,"MWW",0,6,"RUSSIA","RUSSIA:  SEVERO KURILSKIYE",1,12000,0.5,200000,1140,15,12016,201140
"813",813,24,5,2014,40.2893,25.3889,6.43,6.9,"MWW",0,4,"GREECE","GREECE, TURKEY",3,266,450,500,20,138,407,520
"814",814,24,6,1970,51.692,-131.055,18.3,7.4,"MW",0,10,"CANADA","CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA",1476,8,200,800,100,11,1495,900
"815",815,24,6,1972,36.278,69.681,24,6.3,"MW",0,6,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  SARSANGI, NARIN COUNTIES",11,15,1500,108226,12000,62,88,120226
"816",816,24,6,1973,43.318,146.442,50,7.1,"MS",1,8,"RUSSIA","RUSSIA:  KURIL ISLANDS",2,1,369.6,45,1390,138,141,1435
"817",817,24,6,1984,17.984,-69.338,23.9,6.9,"MW",0,5,"DOMINICAN REPUBLIC","DOMINICAN REPUBLIC:  SANTO DOMINGO",5,41,170.476,200,2800,62,108,3000
"818",818,24,6,1986,-4.448,143.943,102.3,7.2,"MW",0,7,"PAPUA NEW GUINEA","PAPUA NEW GUINEA",1,172,0.5,1039,4,6,179,1043
"819",819,24,6,1988,18.606,121.013,53.4,5.7,"MW",1,6,"PHILIPPINES","PHILIPPINES:  LUZON:  LAOAG",19,103,25,50,700,9,131,750
"820",820,24,6,2011,52.05,-171.836,52,7.3,"MWW",1,10,"USA","ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS",25000,50000,8,299588,392000,366,75366,691588
"821",821,24,6,2012,27.767,100.781,10,5.5,"MWW",0,5,"CHINA","CHINA:  YUNNAN AND SICHUAN PROVINCES",4,394,31,6768,840,21,419,7608
"822",822,24,7,1969,-11.917,-75.132,10,6.1,"MW",0,11,"PERU","PERU:  LAMPA-JUNIN,HUAYTAPALLANA",1,12,36,15000,41,200,213,15041
"823",823,24,7,1991,36.52,44.066,25.5,5.5,"MW",0,8,"IRAQ","IRAQ:  ARBIL,  DIBS",20,10,5,100,100,11,41,200
"824",824,24,7,2005,7.92,92.19,16,7.2,"MWC",0,8,"INDIA","INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS",20,20000,369.6,40,60,138,20158,100
"825",825,24,7,2008,32.747,105.542,10,5.7,"MWC",0,8,"CHINA","CHINA:  SICHUAN PROVINCE",1,17,10,1200,1200,28,46,2400
"826",826,24,7,2009,31.158,85.902,13.4,5.8,"MWC",0,7,"CHINA","CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN",3000,1,25,6,6,200,3201,12
"827",827,24,8,1979,41.145,108.129,33,5.9,"MS",0,7,"CHINA","CHINA:  NEI MONGOL:  WU-YUAN",2000,104,250,400,2000,70,2174,2400
"828",828,24,8,2014,38.2151667,-122.3123333,11.12,6.02,"MW",0,7,"USA","CALIFORNIA:  NAPA, VALLEJO",1,172,700,126,532,1,174,658
"829",829,24,8,2016,42.723,13.1877,4.44,6.2,"MWW",0,8,"ITALY","ITALY:  ACCUMOLI, ARQUATA, AMATRICE",299,368,3.7,512,1200,15,682,1712
"830",830,24,8,2016,20.9228,94.569,82,6.8,"MWW",0,6,"MYANMAR (BURMA)","MYANMAR (BURMA): CHAUK",3,20,5,75,200,62,85,275
"831",831,24,9,1980,35.45,139.964,73,6,"MB",0,6,"JAPAN","JAPAN:  TOKYO, YOKOHAMA",2,73,1,400,100,138,213,500
"832",832,24,9,2005,12.471,40.634,11.8,5.5,"MWB",0,7,"ETHIOPIA","ETHIOPIA:  DABBAHU",22,200,28,471,1097,9,231,1568
"833",833,24,9,2013,26.951,65.5009,15,7.7,"MWW",1,9,"PAKISTAN","PAKISTAN:  AWARAN, KECH",386,816,8,32638,14118,138,1340,46756
"834",834,24,9,2015,-0.6212,131.2622,18,6.6,"MWW",0,8,"INDONESIA","INDONESIA:  SORONG",1,39,81,20,260,70,110,280
"835",835,25,1,1972,22.632,122.269,25,7.3,"MW",1,6,"TAIWAN","TAIWAN",1,200,1e+05,5,15706,138,339,15711
"836",836,25,1,1972,23.107,121.974,25,7.1,"MW",0,6,"TAIWAN","TAIWAN",3,1948,753,241,340,15,1966,581
"837",837,25,1,1999,4.461,-75.724,17,6.1,"MWC",0,7,"COLOMBIA","COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA",1185,4750,1857.366,328,5192,700,6635,5520
"838",838,25,1,2005,37.622,43.703,41.2,5.9,"MWC",0,6,"TURKEY","TURKEY:  HAKKARI",2,22,2.1,1039,700,1,25,1739
"839",839,25,1,2014,-7.9855,109.2653,66,6.1,"MWW",0,9,"INDONESIA","INDONESIA:  JAVA:  BANYUMAS",5,250,1,540,7,1,256,547
"840",840,25,1,2016,35.6493,-3.6818,12,6.3,"MWW",0,5,"MOROCCO","MOROCCO:  MELILLA",1,15,0.5,200,11000,1,17,11200
"841",841,25,10,1967,24.401,122.218,71.1,6.8,"MW",0,8,"TAIWAN","TAIWAN:  HUALIEN",2,17,2.625,23,500,1,20,523
"842",842,25,10,1981,18.048,-102.084,33,7.3,"MS",1,8,"MEXICO","MEXICO:  MICHOACAN: LAZARO CARDENAS",9,2,32.7,800,7,11,22,807
"843",843,25,10,1983,1.131,120.858,33,6.5,"MW",0,7,"INDONESIA","INDONESIA:  CENTRAL SULAWESI",2,4,310,20,4,6,12,24
"844",844,25,10,2003,38.4,100.951,10,5.8,"MWB",0,8,"CHINA","CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",9,43,40,10000,1000,138,190,11000
"845",845,25,10,2010,-3.487,100.082,20.1,7.8,"MWC",1,8,"INDONESIA","INDONESIA:  SUMATRA",2,102,30,2305,50,1,105,2355
"846",846,25,10,2013,37.1557,144.6611,35,7.1,"MWW",1,8,"JAPAN","JAPAN:  HONSHU:  E COAST",5,1,20000,1287,840,15,21,2127
"847",847,25,11,1986,44.12,16.339,30.2,5.6,"MW",0,8,"BOSNIA-HERZEGOVINA","BALKANS NW:  BOSNIA-HERZEGOVINA: STRMICA, KNIN",29,12,25,412000,273796,11,52,685796
"848",848,25,11,1988,48.117,-71.183,28.9,5.9,"MW",0,7,"CANADA","CANADA:  QUEBEC:  SAGUENAY, QUEBEC CITY",2,30,1,40,517,15,47,557
"849",849,25,11,1997,1.241,122.536,24,7,"MWC",0,8,"INDONESIA","INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO",1,42,1,1156,12000,21,64,13156
"850",850,25,11,2000,40.245,49.946,50.4,6.8,"MWC",0,7,"AZERBAIJAN","AZERBAIJAN:  BAKU",31,430,2700,45,544,62,523,589
"851",851,25,11,2007,-8.292,118.37,20,6.5,"MWC",0,7,"INDONESIA","INDONESIA:  SUMBAWA ISLAND",3,600,550,241,700,6,609,941
"852",852,25,12,1969,15.648,-59.694,20,7.2,"MW",1,6,"GUADELOUPE","GUADELOUPE: GRAND BOURG",177,17,1,300,82000,1,195,82300
"853",853,25,12,1982,-8.405,123.08,33,5.9,"MS",1,7,"INDONESIA","INDONESIA:  FLORES ISLAND:  EASTERN",13,390,1.45,1875,815,6,409,2690
"854",854,25,12,2002,39.57,75.254,10,5.7,"MWC",0,6,"CHINA","CHINA:  XINJIANG:  WUQIA",82,18,4,100,18771,1,101,18871
"855",855,25,12,2002,35.704,69.868,90.8,5.5,"MWC",0,7,"AFGHANISTAN","AFGHANISTAN:  JALALABAD",45,5,5,5385,45,138,188,5430
"856",856,25,12,2003,8.416,-82.824,33,6.5,"MWB",0,5,"PANAMA","PANAMA-COSTA RICA:  PUERTO ARMUELLES",2,75,48,1000,150,5,82,1150
"857",857,25,12,2006,42.156,76.163,11.6,5.8,"MWB",0,10,"KYRGYZSTAN","KYRGYZSTAN:  KOCHKOR",69,17,5,2410,18771,15,101,21181
"858",858,25,12,2010,-19.702,167.947,16,7.3,"MWC",1,7,"VANUATU","VANUATU ISLANDS",1,24,5,2556,1900,70,95,4456
"859",859,25,12,2015,36.4935,71.1263,206,6.3,"MWW",0,6,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  NANGARHAR; PAKISTAN",2,97,7,66800,15700,15,114,82500
"860",860,25,12,2016,-43.4029,-73.9395,38,7.6,"MWW",1,9,"CHILE","CHILE",1,33,3,20,15700,200,234,15720
"861",861,25,2,1991,40.386,78.959,20.6,6,"MW",0,4,"CHINA","CHINA:  S XINJIANG:  KALPIN",309,3,17,8561,3487,1,313,12048
"862",862,25,2,1996,15.978,-98.07,21.1,7.1,"MW",1,6,"MEXICO","MEXICO:  OFF COAST OF GUERRERO",117,33,30,115,7,28,178,122
"863",863,25,2,2008,-2.486,99.972,25,7.2,"MWC",1,7,"INDONESIA","INDONESIA:  SUMATRA:  PADANG",1,12,1,800,9350,6,19,10150
"864",864,25,3,1990,9.919,-84.808,22.2,7.3,"MW",1,8,"COSTA RICA","COSTA RICA:  PUNTARENAS, SAN JOSE",180,10,500,2305,60,28,218,2365
"865",865,25,3,1990,37.034,72.942,33,6.3,"MS",0,6,"TAJIKISTAN","TAJIKISTAN:  PAMIR MOUNTAINS",3000,97,164.8,12000,540,17,3114,12540
"866",866,25,3,1993,45.0351667,-122.6065,19.608,5.6,"MD",0,7,"USA","WASHINGTON-OREGON BORDER",10000,17000,28.4,400000,392000,17,27017,792000
"867",867,25,3,1993,45.03,-122.61,3,5.6,"MWC",0,7,"USA","WASHINGTON-OREGON BORDER",2220,1543,28.4,290,90,70,3833,380
"868",868,25,3,1998,-62.877,149.527,10,8.1,"MWC",1,9,"ANTARCTICA","BALLENY ISLANDS",1,56,17,544,100,17,74,644
"869",869,25,3,2002,36.062,69.315,8,6.1,"MWC",0,5,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN",1000,200,5600,1500,1500,1,1201,3000
"870",870,25,3,2003,27.264,89.331,47.1,5.5,"MWC",0,7,"BHUTAN","BHUTAN:  PHUENTSHOLING",8,2,700,53886,55000,28,38,108886
"871",871,25,3,2003,-8.294,120.743,33,6.5,"MWC",0,8,"INDONESIA","INDONESIA:  FLORES:  REO",4,20,195,56425,15706,200,224,72131
"872",872,25,3,2004,39.93,40.812,10,5.6,"MWB",0,7,"TURKEY","TURKEY:  ERZURUM",10,46,205.8,45,45,138,194,90
"873",873,25,3,2006,27.574,55.685,18,5.9,"MWC",0,7,"IRAN","IRAN:  SOUTHERN",1,1,300,20,600,1,3,620
"874",874,25,3,2007,-20.617,169.357,34,7.1,"MWB",1,4,"VANUATU","VANUATU ISLANDS",1,25,31,5000,20,17,43,5020
"875",875,25,3,2007,37.336,136.588,8,6.7,"MWC",1,8,"JAPAN","JAPAN:  HONSHU:  W COAST",1,150,100,58,455,62,213,513
"876",876,25,3,2007,38.34,20.42,15,5.7,"MWB",0,6,"GREECE","GREECE:  ARGOSTOLION, KEFALLINIA",5,18,1,20,200,15,38,220
"877",877,25,3,2012,-35.2,-72.217,40.7,7.1,"MWW",0,7,"CHILE","CHILE:  PARRAL, SANTIAGO",1,14,28.4,200,43719,6,21,43919
"878",878,25,4,1972,13.402,120.275,25,7.5,"MW",0,6,"PHILIPPINES","PHILIPPINES:  MINDORO, LUZON, MANILA",1,11470,300,200,800,11,11482,1000
"879",879,25,4,1987,16.066,120.301,107,6.9,"MW",0,5,"PHILIPPINES","PHILIPPINES:  MANILA, CUBI POINT",5,104,310,1,160,21,130,161
"880",880,25,4,1987,15.877,120.226,106,5.6,"MB",0,5,"PHILIPPINES","PHILIPPINES:  MANILA, CUBI POINT",43,1200,5,3,126,9,1252,129
"881",881,25,4,1987,2.244,98.866,11.1,6.4,"MW",0,6,"INDONESIA","INDONESIA:  SUMATERA:  N, TARUTUNG-LAKE TOBA,",2,22,1,300,600,200,224,900
"882",882,25,4,1989,16.773,-99.328,19.2,6.9,"MW",0,6,"MEXICO","MEXICO:  MEXICO CITY, ACAPULCO",3,6,40000,2305,15706,5,14,18011
"883",883,25,4,1992,40.3353333,-124.2286667,9.856,7.2,"MH",1,8,"USA","CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA",5000,98,75,168,340,200,5298,508
"884",884,25,4,2015,28.2305,84.7314,8.22,7.8,"MWW",0,11,"NEPAL","NEPAL:   KATHMANDU",8200,17866,10000,299588,269107,366,26432,568695
"885",885,25,5,1980,37.5903333,-118.831,6.806,6.1,"ML",0,7,"USA","CALIFORNIA:  MAMMOTH LAKES",2,7,2,544,532,11,20,1076
"886",886,25,5,1981,-48.786,164.357,33,7.6,"MS",1,7,"NEW ZEALAND","NEW ZEALAND:  W OF NORTH ISLAND",5,2713,31,328,3487,700,3418,3815
"887",887,25,5,1992,19.613,-77.872,23.1,6.8,"MW",0,8,"CUBA","CUBA:  PILON, MANZANILLO",53,40,730,2305,820,1,94,3125
"888",888,25,5,2008,32.56,105.423,18,6.1,"MWC",0,8,"CHINA","CHINA:  SICHUAN PROVINCE",8,927,865,400000,400000,138,1073,8e+05
"889",889,25,6,1976,-4.603,140.091,33,7.1,"MS",0,8,"INDONESIA","INDONESIA:  NEW GUINEA:  IRIAN JAYA",6000,340,164.8,60,5000,1,6341,5060
"890",890,25,6,1979,-4.98,145.577,189,6.2,"MB",0,4,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  E, MT HAGEN",1,100,5,66800,15706,70,171,82506
"891",891,25,6,1989,1.134,-79.616,15.1,6.3,"MW",0,7,"ECUADOR","ECUADOR:  ESMERALDAS, GUAYAQUIL",23,717,1.5,471,4000,6,746,4471
"892",892,25,6,1997,33.938,59.475,10,5.9,"MWB",0,6,"IRAN","IRAN:  BIRJAND, QAYEN",514,60,4,100,5000,1,575,5100
"893",893,25,6,2001,37.238,36.206,5,5.5,"MWC",0,6,"TURKEY","TURKEY:  OSMANIYE",3,130,4524.9,40,160,11,144,200
"894",894,25,7,1968,-30.725,-178.217,45,7.3,"MW",1,6,"KERMADEC ISLANDS (NEW ZEALAND)","KERMADEC ISLANDS:  S OF, RAOUL",12,11,1.2,28,55000,200,223,55028
"895",895,25,7,1969,21.661,111.803,20,5.7,"MW",0,8,"CHINA","CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY",3000,2000,31,10762,1025,366,5366,11787
"896",896,25,7,1970,32.053,131.782,45,7,"MW",1,8,"JAPAN","SEIKAIDO, JAPAN",10,13,130,20,20,15,38,40
"897",897,25,7,2003,38.432,141.003,10,5.5,"MWC",0,8,"JAPAN","JAPAN:  HONSHU:  MIYAGI, IWATE",10,569,411,200,1025,138,717,1225
"898",898,25,7,2012,2.707,96.045,22,6.4,"MWW",0,6,"INDONESIA","INDONESIA: BANDA ACEH",1,4,2000,2678,20,9,14,2698
"899",899,25,7,2012,-9.694,159.727,20,6.4,"MWW",0,8,"SOLOMON ISLANDS","SOLOMON ISLANDS: GUADALCANAL",1,6,4524.9,26,50,70,77,76
"900",900,25,7,2014,58.3062,-136.9601,10,6.1,"MWW",1,8,"USA","ALASKA:  SOUTHEASTERN",322,400,32.7,105,2000,62,784,2105
"901",901,25,8,2008,-39.715,176.851,31.8,5.5,"MWC",0,6,"NEW ZEALAND","NEW ZEALAND:  NORTH ISLAND",1,5,3,400000,273796,700,706,673796
"902",902,25,8,2008,30.901,83.52,12,6.7,"MWC",0,8,"CHINA","CHINA:  TIBET (XIZANG PROVINCE)",1,96,85,100,700,138,235,800
"903",903,25,9,1968,15.573,-92.536,124.8,6,"MW",1,5,"MEXICO","MEXICO-GUATEMALA:  S CHIAPAS",20,12000,1.1,8200,150,62,12082,8350
"904",904,25,9,1971,-6.516,146.636,110.8,6.8,"MW",1,7,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  BISMARCK SEA",1,30,4.5,400,517,200,231,917
"905",905,25,9,1988,37.18,71.811,11,5.5,"MW",0,6,"TAJIKISTAN","TAJIKISTAN:  ROSHTKALA, KHOROG",14,12,1,6,2000,11,37,2006
"906",906,25,9,1999,23.738,121.158,17,6.5,"MWC",0,4,"TAIWAN","TAIWAN:  CENTRAL",2,4,233,26,3700,138,144,3726
"907",907,25,9,2002,31.995,49.329,10,5.6,"MWC",0,8,"IRAN","IRAN:  MASJED-E SOLEYMAN",69,5,28,1,400,1,75,401
"908",908,25,9,2003,41.815,143.91,27,8.3,"MWC",1,7,"JAPAN","JAPAN:  HOKKAIDO",120,755,90,300,90,11,886,390
"909",909,25,9,2013,-15.8385,-74.5112,40,7.1,"MWW",0,9,"PERU","PERU:  AREQUIPA",1,12,5,544,41000,1,14,41544
