"","DAY","MONTH","YEAR","LATITUDE","LONGITUDE","Date","Time","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","I_D","FLAG_TSUNAMI","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LOCATION_NAME","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION"
"494","22","11","1995",28.826,34.799,"11/22/1995","4:15:12","Earthquake",10,NA,NA,7.2,"MW",NA,NA,NA,NA,NA,1.3,"USP0007788","US","US","HRV","Reviewed",5426,"Tsu",4,15,11.9,10,7.2,7.2,7.3,6.2,NA,NA,NA,8,"EGYPT","","EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN",15,12,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,12,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA
"495","22","11","2004",-46.676,164.721,"11/22/2004","20:26:24","Earthquake",10,NA,585,7.1,"MWC",NA,NA,14.7,NA,NA,1.13,"USP000D8ZE","US","US","HRV","Reviewed",5815,"Tsu",20,26,23.9,10,7.1,7.1,7.1,6.4,NA,NA,NA,NA,"NEW ZEALAND","","NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"496","22","12","1980",34.503,50.59,"12/22/1980","12:51:21","Earthquake",41,NA,NA,5.5,"MB",NA,NA,NA,NA,NA,NA,"USP0001BDE","US","US","US","Reviewed",4908,"",12,51,21,41,5.2,NA,5.2,5.2,NA,NA,NA,NA,"IRAN","","IRAN:  N CENTRAL, TEHRAN",140,3,1,NA,NA,139,3,1,2,NA,NA,NA,NA,3,1,NA,NA,139,3,1,2,NA,NA,NA,NA
"497","22","12","1983",-5.392,151.868,"12/22/1983","1:02:02","Earthquake",26,2.6,NA,6.4,"MW",NA,NA,NA,NA,NA,1.2,"USP00020Q3","US","US","NC","Reviewed",5009,"",1,2,2.4,26,6.4,NA,6.4,5.7,NA,NA,NA,5,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  ULAWUN, RABAUL",170,10,1,NA,NA,NA,NA,25,4,NA,NA,NA,NA,10,1,NA,NA,NA,NA,25,4,NA,NA,NA,NA
"498","22","12","1983",11.866,-13.529,"12/22/1983","4:11:29","Earthquake",11.3,2.1,NA,6.3,"MW",NA,NA,NA,NA,NA,1,"USP00020Q5","US","US","NC","Reviewed",5011,"",4,11,29.2,11,6.2,NA,6.2,6.4,NA,NA,NA,9,"GUINEA","","GUINEA:  GAOUAL-KOUMBIA",10,443,3,200,3,1436,4,8,3,4000,4,NA,NA,443,3,200,3,1436,4,8,3,4000,4,NA,NA
"499","22","12","1990",9.869,-84.302,"12/22/1990","17:27:55","Earthquake",17.3,3,NA,6,"MW",NA,NA,NA,NA,NA,0.9,"USP0004JKQ","US","US","HRV","Reviewed",5271,"",17,27,54.8,17,5.7,NA,5.7,5.3,NA,NA,NA,8,"COSTA RICA","","COSTA RICA:  ALAJUELA, SANTIAGO DE PURISCAL",100,2,1,NA,NA,350,3,19.5,3,NA,NA,NA,NA,2,1,NA,NA,350,3,19.5,3,NA,NA,NA,NA
"500","22","12","1991",45.533,151.021,"12/22/1991","8:43:13","Earthquake",24.7,NA,NA,7.6,"MW",NA,NA,NA,NA,NA,0.9,"USP00050SQ","US","US","HRV","Reviewed",6482,"Tsu",8,43,13.4,24,7.6,7.6,7.4,6.3,NA,NA,NA,NA,"RUSSIA","","RUSSIA:  KAMCHATKA, KURIL ISLANDS",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","22","12","1999",35.321,-1.281,"12/22/1999","17:36:56","Earthquake",10,NA,NA,5.6,"MWC",NA,NA,NA,NA,NA,1.19,"USP0009K5J","US","US","HRV","Reviewed",5550,"",17,36,56.2,10,5.6,5.6,5.5,5.4,NA,NA,NA,7,"ALGERIA","","ALGERIA:  NORTHERN:  AIN TEMOUCHENT",15,24,1,NA,NA,175,3,60.929,4,NA,3,NA,3,24,1,NA,NA,175,3,60.929,4,3000,4,NA,NA
"502","22","2","2004",-1.559,100.488,"2/22/2004","6:46:27","Earthquake",42,NA,611,6,"MWB",NA,NA,48.5,NA,NA,0.83,"USP000CMT2","US","US","US","Reviewed",5763,"",6,46,27,42,6,6,5.7,6.3,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMATRA:  PESISIR SELATAN",170,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,3
"503","22","2","2005",30.754,56.816,"2/22/2005","2:25:23","Earthquake",14,NA,652,6.4,"MWC",NA,NA,27.7,NA,NA,1.31,"USP000DGPX","US","US","HRV","Reviewed",5848,"",2,25,22.9,14,6.4,6.4,6.5,6,NA,NA,NA,NA,"IRAN","","IRAN:  KERMAN PROVINCE:  ZARAND",140,612,3,NA,NA,1411,4,NA,4,8000,4,8000,4,612,3,NA,NA,1411,4,NA,4,8000,4,NA,NA
"504","22","2","2006",-21.324,33.583,"2/22/2006","22:19:08","Earthquake",11,NA,412,7,"MWB",NA,NA,23.2,NA,NA,1.37,"USP000EAMH","US","US","US","Reviewed",7225,"",22,19,7.8,11,7,7,7.5,6.5,NA,NA,NA,NA,"MOZAMBIQUE","","MOZAMBIQUE",10,4,1,NA,NA,36,1,NA,2,294,3,NA,NA,4,1,NA,NA,36,1,NA,2,294,3,NA,NA
"505","22","3","1978",44.026,149.002,"3/22/1978","0:50:32","Earthquake",33,NA,NA,6.7,"MS",NA,NA,NA,NA,NA,NA,"USP0000TH2","US","US","US","Reviewed",6599,"Tsu",0,50,32.2,33,6.7,NA,6.7,6.3,NA,NA,NA,4,"RUSSIA","","RUSSIA:  KURIL ISLANDS",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","22","3","1978",44.14,149.029,"3/22/1978","21:34:33","Earthquake",33,NA,NA,6.6,"MS",NA,NA,NA,NA,NA,NA,"USP0000THY","US","US","US","Reviewed",6799,"Tsu",21,34,33.4,33,6.6,NA,6.6,6,NA,NA,NA,5,"RUSSIA","","RUSSIA:  KURIL ISLANDS",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","22","4","1983",14.926,99.023,"4/22/1983","0:37:37","Earthquake",10,NA,NA,5.7,"MW",NA,NA,NA,NA,NA,1,"USP0001UND","US","US","NC","Reviewed",4976,"",0,37,37,10,5.9,NA,5.9,5.9,NA,NA,NA,NA,"THAILAND","","THAILAND:  BANGKOK",60,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"508","22","4","1991",9.685,-83.073,"4/22/1991","21:56:52","Earthquake",10,NA,NA,7.6,"MW",NA,NA,NA,NA,NA,1.2,"USP0004QPG","US","US","HRV","Reviewed",5282,"Tsu",21,56,51.8,10,7.6,7.6,7.4,6.3,NA,NA,7.6,10,"COSTA RICA","","COSTA RICA:  LIMON, PANDORA",90,87,2,NA,NA,NA,NA,510,4,NA,NA,NA,NA,89,2,NA,NA,NA,NA,510,4,NA,NA,NA,NA
"509","22","4","1997",11.112,-60.892,"4/22/1997","9:31:23","Earthquake",5,NA,NA,6.7,"MWB",NA,NA,NA,NA,NA,0.88,"USP000810J","US","US","US","Reviewed",5459,"",9,31,23.2,5,6.7,6.7,6.5,6,NA,NA,NA,NA,"TRINIDAD AND TOBAGO","","TOBAGO",90,NA,NA,NA,NA,2,1,25,4,3,1,NA,NA,NA,NA,NA,NA,2,1,25,4,3,1,NA,NA
"510","22","5","1998",-17.731,-65.431,"5/22/1998","4:48:50","Earthquake",24,NA,NA,6.6,"MWB",NA,NA,NA,NA,NA,1.36,"USP0008NHP","US","US","US","Reviewed",5493,"",4,48,50.4,24,6.6,6.6,6.6,5.9,NA,NA,NA,NA,"BOLIVIA","","BOLIVIA:  CENTRAL:  AIQUILE, TOTORA",160,105,3,NA,NA,150,3,NA,3,NA,3,NA,NA,105,3,NA,NA,150,3,NA,3,NA,3,NA,NA
"511","22","5","2012",42.645,22.968,"5/22/2012","0:00:33","Earthquake",10,NA,661,5.6,"MWW",NA,NA,14,NA,NA,0.87,"USP000JKRW","US","US","US","Reviewed",9906,"",0,0,32.7,10,5.6,5.6,5.3,5.7,NA,NA,NA,7,"BULGARIA","","BULGARIA: PERNIK",110,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,2
"512","22","6","1977",-22.878,-175.9,"6/22/1977","12:08:33","Earthquake",65,NA,NA,6.8,"MB",NA,NA,NA,NA,NA,NA,"USP0000PDX","US","US","US","Reviewed",4777,"Tsu",12,8,33.4,65,7.2,NA,7.2,7.2,NA,NA,7.2,4,"TONGA","","TONGA TRENCH",170,1,1,NA,NA,5,1,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","22","6","2002",35.626,49.047,"6/22/2002","2:58:21","Earthquake",10,NA,555,6.5,"MWC",NA,NA,NA,NA,NA,1.11,"USP000B6PK","US","US","HRV","Reviewed",5639,"",2,58,21.3,10,6.5,6.5,6.4,6.2,NA,NA,NA,8,"IRAN","","IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU",140,261,3,NA,NA,1300,4,300,4,NA,4,NA,4,261,3,NA,NA,1300,4,300,4,4,4,NA,NA
"514","22","7","1983",36.948,49.18,"7/22/1983","2:41:01","Earthquake",41.3,3.8,NA,5.6,"MB",NA,47,NA,NA,NA,1.1,"USP0001X0J","US","US","US","Reviewed",4983,"",2,41,0.8,41,5,NA,5,5.6,NA,NA,NA,6,"IRAN","","IRAN:  NW, ZANJIN",140,3,1,NA,NA,41,1,5,2,75,2,NA,NA,3,1,NA,NA,41,1,5,2,75,2,NA,NA
"515","22","9","1987",-0.978,-78.05,"9/22/1987","13:43:38","Earthquake",10,NA,NA,6.4,"MW",NA,NA,NA,NA,NA,1,"USP00038M3","US","US","HRV","Reviewed",5142,"",13,43,37.6,10,6.2,NA,6.2,6.1,NA,NA,NA,NA,"ECUADOR","","ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA",160,2,1,NA,NA,12,1,NA,2,NA,3,NA,NA,2,1,NA,NA,12,1,NA,2,NA,3,NA,NA
"516","22","9","1989",31.583,102.433,"9/22/1989","2:25:51","Earthquake",14.6,NA,NA,6.1,"MW",NA,NA,NA,NA,NA,1.1,"USP0003ZVQ","US","US","HRV","Reviewed",5211,"",2,25,50.8,15,6.1,NA,6.1,6.1,NA,NA,NA,NA,"CHINA","","CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY",30,1,1,NA,NA,151,3,NA,3,4270,4,NA,NA,1,1,NA,NA,151,3,NA,3,4270,4,NA,NA
"517","22","9","2003",19.777,-70.673,"9/22/2003","4:45:36","Earthquake",10,NA,494,6.4,"MWB",NA,NA,31.7,NA,NA,1.06,"USP000C89D","US","US","US","Reviewed",5723,"",4,45,36.2,10,6.4,6.4,6.6,6.2,NA,NA,NA,10,"DOMINICAN REPUBLIC","","DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",90,3,1,NA,NA,15,1,NA,3,NA,3,NA,NA,3,1,NA,NA,15,1,NA,3,NA,3,NA,NA
"518","23","1","1981",30.927,101.098,"1/23/1981","21:13:52","Earthquake",33,NA,NA,6.8,"MS",NA,NA,NA,NA,NA,NA,"USP0001BVE","US","US","US","Reviewed",4911,"",21,13,51.7,33,6.8,NA,6.8,5.7,NA,NA,NA,8,"CHINA","","CHINA:  SICHUAN PROVINCE",30,150,3,NA,NA,489,3,5,2,2992,4,NA,NA,150,3,NA,NA,489,3,5,2,2992,4,NA,NA
"519","23","1","2003",-8.807,118.524,"1/23/2003","0:08:23","Earthquake",33,NA,79,5.5,"MWC",NA,NA,NA,NA,NA,1.39,"USP000BP0U","US","US","HRV","Reviewed",5674,"",0,8,22.8,33,5.5,5.5,5.1,5.3,NA,NA,NA,6,"INDONESIA","","INDONESIA:  SUMBAWA ISLAND:  DOMPU",170,NA,NA,NA,NA,2,1,NA,2,NA,NA,500,3,NA,NA,NA,NA,2,1,NA,2,NA,NA,500,3
"520","23","1","2005",-1.198,119.933,"1/23/2005","20:10:12","Earthquake",11,NA,139,6.3,"MWC",NA,NA,31,NA,NA,1.24,"USP000DE4M","US","US","HRV","Reviewed",5839,"",20,10,12.1,11,6.3,6.3,5.9,5.8,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SULAWESI:  PALU",170,1,1,NA,NA,4,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,4,1,NA,2,NA,NA,NA,NA
"521","23","10","1995",26.003,102.227,"10/23/1995","22:46:51","Earthquake",10,NA,NA,6.2,"MW",NA,NA,NA,NA,NA,1,"USP00075N1","US","US","HRV","Reviewed",5424,"",22,46,50.8,10,6.2,6.2,6.4,5.8,NA,NA,NA,NA,"CHINA","","CHINA:  YUNNAN PROVINCE:  WUDING",30,81,2,NA,NA,800,3,80,4,200,3,200,3,81,2,NA,NA,800,3,80,4,200,3,NA,NA
"522","23","10","2002",63.514,-147.912,"10/23/2002","11:27:19","Earthquake",4.2,NA,651,6.7,"MWC",NA,NA,NA,NA,NA,NA,"USP000BF2U","US","AEIC","HRV","Reviewed",5657,"",11,27,19.4,4,6.7,6.7,6.7,6,NA,NA,NA,8,"USA","AK","ALASKA:  CANTWELL, DENALI NATL PARK",150,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"523","23","10","2004",37.226,138.779,"10/23/2004","8:56:01","Earthquake",16,NA,782,6.6,"MWC",NA,NA,37,NA,NA,1.1,"USP000D6VK","US","US","HRV","Reviewed",5807,"",8,56,0.8,16,6.6,6.6,6.3,6.4,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  NIIGATA PREFECTURE",30,40,1,NA,NA,3183,4,28000,4,6000,4,NA,NA,40,1,NA,NA,3183,4,28000,4,6000,4,NA,NA
"524","23","11","1979",4.805,-76.217,"11/23/1979","23:40:30","Earthquake",108,NA,NA,6.4,"MB",NA,NA,NA,NA,NA,NA,"USP000145H","US","US","US","Reviewed",4858,"",23,40,29.8,108,6.4,NA,NA,6.4,NA,NA,NA,NA,"COLOMBIA","","COLOMBIA:  MANIZALES-ARMENIA",160,72,2,NA,NA,600,3,20,3,NA,NA,NA,NA,72,2,NA,NA,600,3,20,3,NA,NA,NA,NA
"525","23","11","1980",40.914,15.366,"11/23/1980","18:34:54","Earthquake",10,NA,NA,6.9,"MS",NA,NA,NA,NA,NA,NA,"USP0001AY4","US","US","US","Reviewed",4903,"",18,34,53.8,20,6.9,NA,6.9,6,NA,NA,NA,10,"ITALY","","ITALY:   AVELLINO, POTENZA, CASERTA, NAPLES",130,4689,4,NA,NA,7700,4,20000,4,NA,NA,NA,NA,4689,4,NA,NA,7700,4,20000,4,NA,NA,NA,NA
"526","23","12","1978",23.247,122.075,"12/23/1978","11:23:12","Earthquake",33,NA,NA,7,"MS",NA,NA,NA,NA,NA,NA,"USP0000Y1Y","US","US","US","Reviewed",4824,"",11,23,12,33,7,NA,7,7.2,NA,NA,NA,NA,"TAIWAN","","TAIWAN:  PINTUNG",30,2,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"527","23","12","2004",-49.312,161.345,"12/23/2004","14:59:04","Earthquake",10,NA,331,8.1,"MWC",NA,NA,59.3,NA,NA,1.12,"USP000DB93","US","US","HRV","Reviewed",5835,"Tsu",14,59,4.4,10,8.1,8.1,7.7,6.5,NA,NA,NA,NA,"AUSTRALIA","TAS","AUSTRALIA:  MACQUARIE ISLAND",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","23","12","2011",-43.49,172.8,"12/23/2011","0:58:38","Earthquake",9.7,NA,243,5.8,"MWW",NA,NA,43.9,NA,NA,NA,"USP000JCH0","US","WEL","US","Reviewed",9855,"",0,58,38.3,10,5.8,5.8,5.6,5.7,NA,NA,NA,NA,"NEW ZEALAND","","NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH",170,NA,NA,NA,NA,60,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,60,2,NA,1,NA,NA,NA,1
"529","23","2","1980",43.53,146.753,"2/23/1980","5:51:03","Earthquake",44,NA,NA,7,"MS",NA,NA,NA,NA,NA,NA,"USP00015MW","US","US","US","Reviewed",6459,"Tsu",5,51,3.2,44,7,NA,7,6.3,NA,NA,NA,7,"RUSSIA","","RUSSIA:  S. KURIL ISLANDS",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","23","2","1994",30.853,60.596,"2/23/1994","8:02:05","Earthquake",6,NA,NA,6.1,"MW",NA,NA,NA,NA,NA,1,"USP00068WD","US","US","HRV","Reviewed",5380,"",8,2,4.7,6,6.1,6.1,6.1,6.1,NA,NA,NA,NA,"IRAN","","IRAN:  SISTAN",140,6,1,NA,NA,NA,3,1.4,2,NA,NA,NA,NA,6,1,NA,NA,NA,3,1.4,2,NA,NA,NA,NA
"531","23","2","1995",35.046,32.279,"2/23/1995","21:03:01","Earthquake",10,NA,NA,5.9,"MW",NA,NA,NA,NA,NA,1,"USP0006TDU","US","US","HRV","Reviewed",5405,"",21,3,1.3,10,5.9,5.9,5.7,5.8,NA,NA,NA,7,"CYPRUS","","CYPRUS:  PAPHOS, NICOSIA, ARODHES, PERISTERONA",130,2,1,NA,NA,5,1,4.34,2,70,2,570,3,2,1,NA,NA,5,1,4.34,2,70,2,570,3
"532","23","2","2001",29.513,101.129,"2/23/2001","0:09:24","Earthquake",33,NA,368,5.6,"MWC",NA,NA,NA,NA,NA,1.05,"USP000AA5P","US","US","HRV","Reviewed",5593,"",0,9,23.6,33,5.6,5.6,5.4,5.7,NA,NA,NA,NA,"CHINA","","CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",30,3,1,NA,NA,109,3,NA,3,60000,4,60000,4,3,1,NA,NA,109,3,NA,3,60000,4,NA,NA
"533","23","2","2006",26.912,91.705,"2/23/2006","20:04:54","Earthquake",10,NA,263,5.8,"MWB",NA,NA,30.2,NA,NA,0.93,"USP000EAQ0","US","US","US","Reviewed",7226,"",20,4,53.5,10,5.8,5.8,5.3,5.5,NA,NA,NA,NA,"BHUTAN","","BHUTAN:  TASHIGANG",60,NA,NA,NA,NA,NA,NA,NA,1,126,3,126,3,NA,NA,NA,NA,NA,NA,NA,1,126,3,NA,NA
"534","23","3","1978",44.209,148.971,"3/23/1978","0:31:02","Earthquake",46,NA,NA,6.8,"MS",NA,NA,NA,NA,NA,NA,"USP0000TJ3","US","US","US","Reviewed",4796,"Tsu",0,31,2.1,46,6.8,NA,6.8,6.1,NA,NA,NA,5,"RUSSIA","","RUSSIA:  KURIL ISLANDS",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","23","3","1978",44.932,148.439,"3/23/1978","3:15:20","Earthquake",33,NA,NA,7.5,"MS",NA,NA,NA,NA,NA,NA,"USP0000TJH","US","US","US","Reviewed",4797,"Tsu",3,15,20.3,33,7.5,NA,7.5,6.4,NA,NA,NA,6,"RUSSIA","","RUSSIA:  KURIL ISLANDS",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","23","3","1983",38.294,20.262,"3/23/1983","23:51:07","Earthquake",19.1,2.5,NA,6.4,"MW",NA,NA,NA,NA,NA,1.3,"USP0001TWA","US","US","NC","Reviewed",4966,"",23,51,6.5,19,6.2,NA,6.2,5.8,NA,NA,NA,7,"GREECE","","GREECE: VONITSA",130,NA,NA,NA,NA,7,1,NA,2,160,3,NA,NA,NA,NA,NA,NA,7,1,NA,2,160,3,NA,NA
"537","23","4","1997",13.986,144.901,"4/23/1997","19:44:28","Earthquake",100.8,NA,NA,6.5,"MWC",NA,NA,NA,NA,NA,1.03,"USP000814H","US","US","HRV","Reviewed",7201,"",19,44,28.4,101,6.5,6.5,NA,6.2,NA,NA,NA,7,"USA TERRITORY","GU","GUAM",170,NA,NA,NA,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,NA,NA
"538","23","4","2004",-9.362,122.839,"4/23/2004","1:50:30","Earthquake",65.8,NA,386,6.7,"MWB",NA,NA,27.6,NA,NA,1.13,"USP000CT64","US","US","US","Reviewed",5775,"",1,50,30.2,66,6.7,6.7,NA,6.5,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  TIMOR: KUPANG",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"539","23","5","1978",40.759,23.268,"5/23/1978","23:34:11","Earthquake",10,NA,NA,5.7,"MB",NA,NA,NA,NA,NA,NA,"USP0000UPR","US","US","US","Reviewed",4802,"",23,34,11.4,10,5.6,NA,5.6,5.7,NA,NA,5.6,7,"GREECE","","GREECE:  THESSALONIKI, VOLVI, LANGADAS",130,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","23","5","1987",8.047,125.41,"5/23/1987","17:09:04","Earthquake",32,7.6,NA,5.7,"MW",NA,NA,NA,NA,NA,1.2,"USP0003578","US","US","HRV","Reviewed",5135,"",17,9,4.4,32,5.2,NA,5.2,5.1,NA,NA,NA,2,"PHILIPPINES","","PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY",170,1,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,2,1,NA,1,NA,NA,NA,NA
"541","23","5","1989",-52.341,160.568,"5/23/1989","10:54:46","Earthquake",10,NA,NA,8.2,"MW",NA,NA,NA,NA,NA,1.3,"USP0003VJ7","US","US","PAR","Reviewed",5198,"Tsu",10,54,46.3,10,8.2,NA,8.2,6.4,NA,NA,NA,7,"AUSTRALIA","TAS","MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","23","5","2001",27.689,101.003,"5/23/2001","21:10:44","Earthquake",33,NA,168,5.5,"MWC",NA,NA,NA,NA,NA,1.01,"USP000AFDP","US","US","HRV","Reviewed",5598,"",21,10,43.9,33,5.5,5.5,5.3,5.1,NA,NA,NA,NA,"CHINA","","CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN",30,2,1,NA,NA,605,3,36,4,NA,NA,NA,NA,2,1,NA,NA,605,3,36,4,NA,NA,NA,NA
"543","23","6","2001",-16.265,-73.641,"6/23/2001","20:33:14","Earthquake",33,NA,518,8.4,"MWW",NA,NA,NA,NA,NA,1.05,"OFFICIAL20010623203314130_33","OFFICIAL","US","OFFICIAL","Reviewed",5601,"Tsu",20,33,14.1,33,8.4,8.4,8.2,6.7,NA,NA,NA,8,"PERU","","PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",160,77,2,68,2,2713,4,NA,4,22399,4,NA,NA,103,3,138,3,2713,4,200,4,25399,4,NA,NA
"544","23","7","1978",22.282,121.512,"7/23/1978","14:42:37","Earthquake",17,NA,NA,7.4,"MS",NA,NA,NA,NA,NA,NA,"USP0000VPZ","US","US","US","Reviewed",6456,"Tsu",14,42,36.9,17,7.4,NA,7.4,6.5,NA,NA,NA,NA,"TAIWAN","","TAIWAN",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","23","7","1982",36.194,141.702,"7/23/1982","14:23:54","Earthquake",36.6,3.4,NA,7.1,"MW",NA,NA,NA,NA,NA,1,"USP0001NKK","US","US","NC","Reviewed",6601,"Tsu",14,23,53.5,37,6.8,NA,6.8,6.2,NA,NA,NA,NA,"JAPAN","","IBARAKI, JAPAN",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","23","7","2005",35.498,139.982,"7/23/2005","7:34:57","Earthquake",61,NA,457,5.9,"MWB",NA,NA,42.9,NA,NA,0.69,"USP000DVQT","US","US","US","Reviewed",6761,"",7,34,56.7,61,5.9,5.9,NA,6.1,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  TOKYO",30,NA,NA,NA,NA,27,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,27,1,NA,1,1,1,NA,NA
"547","23","7","2008",39.802,141.464,"7/23/2008","15:26:20","Earthquake",108,NA,633,6.8,"MWC",NA,NA,20.2,NA,NA,0.92,"USP000GCZP","US","US","US","Reviewed",8164,"",15,26,19.9,108,6.8,6.8,NA,6.6,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  N",30,1,1,NA,NA,200,3,NA,2,90,2,90,2,1,1,NA,NA,200,3,NA,2,NA,NA,90,2
"548","23","8","1985",39.431,75.224,"8/23/1985","12:41:56","Earthquake",6.8,NA,NA,7,"MW",NA,NA,NA,NA,NA,1.2,"USP0002J21","US","US","HRV","Reviewed",5072,"",12,41,56.1,7,7.5,NA,7.5,6.4,NA,NA,NA,7,"CHINA","","CHINA:  S XINJIANG:  WUQUA-SHUFU",40,71,2,NA,NA,162,3,5,2,NA,3,NA,NA,71,2,NA,NA,162,3,5,2,NA,3,NA,NA
