"","DAY","MONTH","YEAR","LATITUDE","LONGITUDE","Date","Time","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","I_D","FLAG_TSUNAMI","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LOCATION_NAME","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION"
"244","16","1","1995",34.583,135.018,"1/16/1995","20:46:52","Earthquake",21.9,NA,NA,6.9,"MW",NA,NA,NA,NA,NA,1,"USP0006REW","US","US","HRV","Reviewed",5399,"Tsu",20,46,52.1,22,6.9,6.9,6.8,6.3,NA,NA,NA,11,"JAPAN","","JAPAN:  SW HONSHU:  KOBE, AWAJI-SHIMA, NISHINOMIYA",30,5502,4,NA,NA,36896,4,1e+05,4,200000,4,NA,NA,5502,4,NA,NA,36896,4,1e+05,4,200000,4,NA,NA
"245","16","10","1981",-33.134,-73.074,"10/16/1981","3:25:42","Earthquake",33,NA,NA,7.2,"MS",NA,16,NA,NA,NA,0.8,"USP0001GG1","US","US","US","Reviewed",4930,"",3,25,42.2,33,7.5,NA,7.5,6.2,NA,NA,NA,6,"CHILE","","CHILE:  OFF CENTRAL COAST, LAS CRUCES",160,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","16","10","1983",1.084,121.052,"10/16/1983","5:32:29","Earthquake",40.1,NA,NA,6.5,"MW",NA,NA,NA,NA,NA,1.1,"USP0001Z19","US","US","NC","Reviewed",4992,"",5,32,28.7,40,6,NA,6,6,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  CELEBES:  MINAHASSA:  TOLITOLI",170,NA,NA,NA,NA,NA,NA,NA,2,20,1,15,1,NA,NA,NA,NA,NA,NA,NA,2,20,1,15,1
"247","16","10","1987",-6.266,149.06,"10/16/1987","20:48:02","Earthquake",47.8,NA,NA,7.4,"MW",NA,NA,NA,NA,NA,1.2,"USP00039AV","US","US","HRV","Reviewed",5147,"Tsu",20,48,1.6,48,7.7,NA,7.7,5.9,NA,NA,NA,8,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, KIMBTE",170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"248","16","10","1988",37.938,20.932,"10/16/1988","12:34:06","Earthquake",25.2,4,NA,5.9,"MW",NA,NA,NA,NA,NA,1.4,"USP0003MVG","US","US","HRV","Reviewed",5172,"",12,34,5.6,25,5.8,NA,5.8,5.5,NA,NA,NA,8,"GREECE","","GREECE:  IONIAN SEA:  KILINI, VARTHOLOMION",130,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","16","10","2003",25.954,101.254,"10/16/2003","12:28:09","Earthquake",33,NA,147,5.6,"MWC",NA,NA,52.3,NA,NA,0.95,"USP000CAGN","US","US","HRV","Reviewed",5731,"",12,28,9,33,5.6,5.6,5.6,5.2,NA,NA,NA,NA,"CHINA","","CHINA:  YUNNAN PROVINCE:  DAYAO",30,3,1,NA,NA,32,1,NA,3,12000,4,12000,4,3,1,NA,NA,32,1,NA,3,12000,4,NA,NA
"250","16","11","1979",-16.76,-179.984,"11/16/1979","15:21:26","Earthquake",33,NA,NA,6.9,"MS",NA,NA,NA,NA,NA,NA,"USP000141Q","US","US","US","Reviewed",4856,"Tsu",15,21,25.7,33,6.9,NA,6.9,6.1,NA,NA,NA,NA,"FIJI","","FIJI ISLANDS",170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"251","16","11","1982",40.883,19.59,"11/16/1982","23:41:21","Earthquake",21,2,NA,5.6,"MB",NA,53,NA,NA,NA,1.3,"USP0001QYV","US","US","US","Reviewed",4953,"",23,41,21,21,5.5,NA,5.5,5.6,NA,NA,NA,8,"MACEDONIA","","BALKANS NW:  ALBANIA:  BIER, BERAT, LUSHNJE",130,1,1,NA,NA,12,1,5,2,NA,NA,NA,NA,1,1,NA,NA,12,1,5,2,NA,NA,NA,NA
"252","16","11","1983",19.43,-155.454,"11/16/1983","16:13:00","Earthquake",12,NA,NA,6.7,"MW",NA,NA,NA,NA,NA,NA,"USP0001ZVX","US","HVO","NC","Reviewed",5006,"",16,13,NA,12,6.7,NA,6.7,6.4,NA,NA,NA,8,"USA","HI","HAWAII: KAPAPALA",150,NA,NA,NA,NA,6,1,6.5,3,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6.5,3,NA,NA,NA,NA
"253","16","11","2000",-3.98,152.169,"11/16/2000","4:54:57","Earthquake",33,NA,254,8,"MWC",NA,NA,NA,NA,NA,1.2,"USP000A3QQ","US","US","HRV","Reviewed",5581,"Tsu",4,54,56.7,33,8,8,8.2,6,NA,NA,NA,NA,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK",170,2,1,NA,NA,NA,NA,NA,2,NA,3,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,3,NA,NA
"254","16","11","2000",-5.233,153.102,"11/16/2000","7:42:17","Earthquake",30,NA,294,7.8,"MWC",NA,NA,NA,NA,NA,1.31,"USP000A3SP","US","US","HRV","Reviewed",5582,"",7,42,16.9,30,7.8,7.8,7.8,6.2,NA,NA,NA,NA,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"255","16","11","2007",-2.312,-77.838,"11/16/2007","3:13:00","Earthquake",122.9,NA,649,6.8,"MWC",NA,NA,27,NA,NA,0.88,"USP000FSNZ","US","US","GCMT","Reviewed",7702,"",3,13,0.1,123,6.8,6.8,NA,6.3,NA,NA,NA,NA,"ECUADOR","","PERU-ECUADOR:  GUAYAQUIL",160,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"256","16","11","2008",1.271,122.091,"11/16/2008","17:02:33","Earthquake",30,NA,365,7.4,"MWW",NA,NA,33.7,NA,NA,1.1,"USP000GNUR","US","US","US","Reviewed",8191,"Tsu",17,2,32.7,30,7.3,7.3,7,6.5,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  MINAHASSA PENINSULA",170,6,1,NA,NA,77,2,NA,3,NA,NA,1000,3,6,1,NA,NA,77,2,NA,3,NA,NA,1000,3
"257","16","12","1982",36.148,69.011,"12/16/1982","0:40:49","Earthquake",36,NA,NA,6.6,"MS",NA,11,NA,NA,NA,1.1,"USP0001RG4","US","US","US","Reviewed",4957,"",0,40,48.7,36,6.6,NA,6.6,6.2,NA,NA,NA,NA,"AFGHANISTAN","","AFGHANISTAN:  NORTHEASTERN",40,500,3,NA,NA,3000,4,1,2,NA,NA,NA,NA,500,3,NA,NA,3000,4,1,2,NA,NA,NA,NA
"258","16","12","1985",11.725,-85.838,"12/16/1985","2:44:36","Earthquake",22.1,3,NA,6.3,"MW",NA,NA,NA,NA,NA,1,"USP0002NX8","US","US","NC","Reviewed",5087,"",2,44,36,22,6,NA,6,5.9,NA,NA,NA,6,"NICARAGUA","","NICARAGUA:  RIVAS,  MASAYA",100,NA,NA,NA,NA,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,1,NA,NA,NA,NA
"259","16","2","1979",-16.39,-72.658,"2/16/1979","10:08:53","Earthquake",53,NA,NA,6.9,"MS",NA,NA,NA,NA,NA,NA,"USP0000YVV","US","US","US","Reviewed",4827,"",10,8,53.4,53,6.9,NA,6.9,6.2,NA,NA,NA,NA,"PERU","","PERU:  AREQUIPA",160,18,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,18,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA
"260","16","2","1984",36.431,70.826,"2/16/1984","17:18:42","Earthquake",207.6,3.6,NA,6.4,"MW",NA,NA,NA,NA,NA,1,"USP000221D","US","US","HRV","Reviewed",5027,"",17,18,41.6,208,6.1,NA,NA,6.1,NA,NA,NA,6,"PAKISTAN","","PAKISTAN-NW AFGHANISTAN:  HINDU KUSH: CHITRAL-LANDI",60,4,1,NA,NA,13,1,5,2,NA,NA,NA,NA,4,1,NA,NA,13,1,5,2,NA,NA,NA,NA
"261","16","2","1991",48.268,154.328,"2/16/1991","1:23:40","Earthquake",38.9,NA,NA,6.1,"MW",NA,NA,NA,NA,NA,0.9,"USP0004MZV","US","US","HRV","Reviewed",6479,"Tsu",1,23,40.4,39,5.7,NA,5.7,6.3,NA,NA,NA,NA,"RUSSIA","","RUSSIA:  KURIL ISLANDS",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","16","3","1978",29.926,66.302,"3/16/1978","2:00:01","Earthquake",33,NA,NA,5.9,"MS",NA,NA,NA,NA,NA,NA,"USP0000TDX","US","US","US","Reviewed",4794,"",2,0,0.5,33,5.9,NA,5.9,5.3,NA,NA,5.8,2,"PAKISTAN","","PAKISTAN:  QUETTA, NUSHKI",60,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","16","3","1985",17.013,-62.448,"3/16/1985","14:54:01","Earthquake",13.4,3,NA,6.5,"MW",NA,NA,NA,NA,NA,1,"USP0002CY6","US","US","NC","Reviewed",5059,"Tsu",14,54,0.7,13,6.3,NA,6.3,6.3,NA,NA,NA,6,"GUADELOUPE","","GUADELOUPE",90,NA,NA,NA,NA,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,1,NA,NA,NA,NA
"264","16","3","2012",10.037,125.633,"3/16/2012","7:58:03","Earthquake",18,NA,421,5.8,"MWW",NA,NA,20.6,NA,NA,0.98,"USP000JGB6","US","US","US","Reviewed",9877,"",7,58,2.5,18,5.8,5.8,5.3,5.8,NA,NA,NA,NA,"PHILIPPINES","","PHILIPPINES:  SURIGAO",170,NA,NA,NA,NA,55,2,NA,1,4,1,NA,1,NA,NA,NA,NA,55,2,NA,1,4,1,NA,1
"265","16","4","1980",-8.082,108.793,"4/16/1980","12:18:21","Earthquake",84,NA,NA,5.8,"MB",NA,NA,NA,NA,NA,NA,"USP00016P5","US","US","US","Reviewed",4872,"",12,18,20.6,84,5.8,NA,NA,5.8,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  JAVA:  TASIKMALAJA",170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"266","16","4","2004",-8.669,114.65,"4/16/2004","18:32:24","Earthquake",95.5,NA,208,5.5,"MWC",NA,NA,35.6,NA,NA,1.03,"USP000CSP7","US","US","HRV","Reviewed",5774,"",18,32,24,96,5.5,5.5,NA,5.5,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  BALI",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"267","16","4","2013",28.033,61.996,"4/16/2013","10:44:20","Earthquake",80,NA,506,7.7,"MWW",NA,NA,26.6,NA,NA,1.09,"USB000G7X7","US","US","US","Reviewed",9976,"",10,44,20.1,80,7.7,7.7,NA,7,NA,NA,NA,NA,"IRAN","","IRAN; PAKISTAN:  MASHKAL",140,40,1,NA,NA,300,3,NA,3,NA,NA,1000,3,40,1,NA,NA,300,3,NA,3,NA,NA,1000,3
"268","16","5","1995",-23.008,169.9,"5/16/1995","20:12:44","Earthquake",20.2,NA,NA,7.7,"MW",NA,NA,NA,NA,NA,1.3,"USP0006XG1","US","US","HRV","Reviewed",5411,"Tsu",20,12,44.2,20,7.7,NA,7.7,6.9,7.7,NA,NA,3,"NEW CALEDONIA","","NEW CALEDONIA:  NOUMEA; VANUATU:  PORT-VILA",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","16","5","2010",18.4,-67.07,"5/16/2010","5:16:10","Earthquake",113,NA,367,5.8,"MWC",NA,NA,16.1,NA,NA,NA,"USP000HCTM","US","RSPR","US","Reviewed",9514,"",5,16,10,113,5.8,5.8,NA,5.4,NA,NA,NA,NA,"USA TERRITORY","PR","PUERTO RICO:  LARES, VEGA BAJA",90,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"270","16","6","2010",-2.174,136.543,"6/16/2010","3:16:28","Earthquake",18,NA,307,7,"MWC",NA,NA,18.1,NA,NA,1.27,"USP000HE3F","US","US","US","Reviewed",9292,"",3,16,27.5,18,7,7,7.1,6.7,NA,NA,NA,6,"INDONESIA","","INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN",170,17,1,NA,NA,NA,NA,NA,3,2556,4,NA,NA,17,1,NA,NA,NA,NA,NA,3,2556,4,NA,NA
"271","16","7","1990",15.679,121.172,"7/16/1990","7:26:35","Earthquake",25.1,NA,NA,7.7,"MW",NA,NA,NA,NA,NA,1.1,"USP0004BXS","US","US","HRV","Reviewed",5253,"",7,26,34.6,25,7.8,NA,7.8,6.5,NA,NA,NA,9,"PHILIPPINES","","PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN",170,2412,4,NA,NA,3000,4,369.6,4,NA,NA,NA,NA,2412,4,NA,NA,3000,4,369.6,4,NA,NA,NA,NA
"272","16","7","2000",20.253,122.043,"7/16/2000","3:21:46","Earthquake",33,NA,304,6.4,"MWC",NA,NA,NA,NA,NA,1.21,"USP0009WKM","US","US","HRV","Reviewed",5572,"",3,21,45.5,33,6.4,6.4,6.3,6.1,NA,NA,NA,NA,"PHILIPPINES","","PHILIPPINES:  BASCO, MOUNT IRADA, BATAN ISLANDS",170,NA,NA,NA,NA,6,1,NA,2,NA,NA,NA,3,NA,NA,NA,NA,6,1,NA,2,NA,NA,NA,3
"273","16","8","1995",-5.799,154.178,"8/16/1995","10:27:29","Earthquake",30.1,NA,NA,7.7,"MW",NA,NA,NA,NA,NA,1.3,"USP00071W4","US","US","HRV","Reviewed",5417,"Tsu",10,27,28.6,30,7.7,7.7,7.8,6.5,NA,NA,NA,NA,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","16","8","2005",38.276,142.039,"8/16/2005","2:46:28","Earthquake",36,NA,698,7.2,"MWC",NA,NA,19.6,NA,NA,0.95,"USP000DXE2","US","US","HRV","Reviewed",6739,"Tsu",2,46,28.4,36,7.2,7.2,6.8,6.5,NA,NA,NA,NA,"JAPAN","","JAPAN:  EAST COAST HONSHU",30,NA,NA,NA,NA,56,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,56,2,NA,1,1,1,NA,NA
"275","16","8","2009",-1.479,99.49,"8/16/2009","7:38:22","Earthquake",20,NA,369,6.7,"MWC",NA,NA,14.9,NA,NA,1.07,"USP000H0EW","US","US","GCMT","Reviewed",8472,"Tsu",7,38,21.7,20,6.7,6.7,6.7,6.5,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMATRA:  PADANG",60,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA
"276","16","9","1978",33.386,57.434,"9/16/1978","15:35:57","Earthquake",33,NA,NA,7.4,"MS",NA,NA,NA,NA,NA,NA,"USP0000WJX","US","US","US","Reviewed",4815,"",15,35,56.6,33,7.8,NA,7.8,6.5,NA,NA,NA,NA,"IRAN","","IRAN:  TABAS",140,20000,4,NA,NA,NA,NA,50,4,NA,4,NA,NA,20000,4,NA,NA,NA,NA,50,4,NA,4,NA,NA
"277","17","1","1983",38.026,20.228,"1/17/1983","12:41:30","Earthquake",14.3,1.9,NA,7,"MW",NA,NA,NA,NA,NA,1.3,"USP0001SA1","US","US","NC","Reviewed",7283,"Tsu",12,41,29.7,14,7.2,NA,7.2,6.1,NA,NA,NA,NA,"GREECE","","GREECE: IONIAN SEA",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","17","1","1994",34.213,-118.537,"1/17/1994","12:30:55","Earthquake",18.202,0.403,0,6.7,"MW",NA,0,29.7,NA,NA,0.31,"CI3144585","CI","CI","CI","Reviewed",5372,"Tsu",12,30,55.3,18,6.7,6.7,6.8,6.4,NA,NA,NA,9,"USA","CA","CALIFORNIA:  NORTHRIDGE",150,60,2,NA,NA,7000,4,40000,4,40000,4,NA,NA,60,2,NA,NA,7000,4,40000,4,40000,4,NA,NA
"279","17","10","1992",6.845,-76.806,"10/17/1992","8:32:41","Earthquake",14.3,NA,NA,6.7,"MW",NA,NA,NA,NA,NA,1,"USP0005FEY","US","US","HRV","Reviewed",5341,"",8,32,40.5,14,7,NA,7,6.2,NA,NA,NA,NA,"COLOMBIA","","COLOMBIA:  MURINDO, CALI",160,NA,NA,NA,NA,20,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,20,1,NA,2,NA,3,NA,NA
"280","17","11","1985",-1.639,134.911,"11/17/1985","9:40:21","Earthquake",10,NA,NA,7.1,"MW",NA,NA,NA,NA,NA,1.4,"USP0002MVW","US","US","NC","Reviewed",5085,"",9,40,21.2,10,7.1,NA,7.1,6,NA,NA,NA,8,"INDONESIA","","INDONESIA:  NEW GUINEA:  IRIAN JAYA:  MANOKWARI",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"281","17","11","1987",58.586,-143.27,"11/17/1987","8:46:53","Earthquake",10,NA,NA,6.9,"MS",NA,19,NA,NA,NA,NA,"USP0003A6C","US","AGS","US","Reviewed",6472,"Tsu",8,46,53.3,10,7.2,7.2,6.9,6.6,NA,NA,NA,NA,"USA","AK","ALASKA:  GULF OF ALASKA",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","17","11","1988",12.399,124.537,"11/17/1988","6:55:46","Earthquake",19.3,NA,NA,6.6,"MW",NA,NA,NA,NA,NA,1.5,"USP0003NXQ","US","US","HRV","Reviewed",5181,"",6,55,46,19,6.6,6.6,6.6,6,NA,NA,NA,6,"PHILIPPINES","","PHILIPPINES:  SAMAR:  CATARMAN, CATBALOGAN",170,NA,NA,NA,NA,29,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA,1,NA,NA,NA,NA
"283","17","11","2000",-5.496,151.781,"11/17/2000","21:01:56","Earthquake",33,NA,346,7.8,"MWC",NA,NA,NA,NA,NA,1.07,"USP000A45F","US","US","HRV","Reviewed",5583,"",21,1,56.4,33,7.8,7.8,8,6.2,NA,NA,NA,NA,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  NEW BRITAIN",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","17","11","2003",51.146,178.65,"11/17/2003","6:43:07","Earthquake",33,NA,604,7.8,"MWC",NA,NA,24,NA,NA,1.11,"USP000CD1N","US","US","HRV","Reviewed",5735,"Tsu",6,43,6.8,33,7.8,7.8,7.2,6.2,NA,NA,NA,NA,"USA","AK","ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","17","12","1979",-8.39,115.889,"12/17/1979","19:58:24","Earthquake",33,NA,NA,6.3,"MS",NA,NA,NA,NA,NA,NA,"USP00014JY","US","US","US","Reviewed",4867,"",19,58,23.8,33,6.3,NA,6.3,5.6,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMBAWA ISLAND:  BALI, LOMBOK",170,27,1,NA,NA,200,3,NA,2,NA,NA,NA,NA,27,1,NA,NA,200,3,NA,NA,NA,NA,NA,NA
"286","17","12","1987",35.362,140.214,"12/17/1987","2:08:20","Earthquake",62.9,NA,NA,6.7,"MW",NA,NA,NA,NA,NA,1,"USP0003BBQ","US","US","NC","Reviewed",5153,"",2,8,19.9,63,6,NA,NA,6,NA,NA,NA,8,"JAPAN","","JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO",30,2,1,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","17","12","2006",0.626,99.859,"12/17/2006","21:39:17","Earthquake",30,NA,290,5.8,"MWC",NA,NA,29.7,NA,NA,1.13,"USP000F0ER","US","US","GCMT","Reviewed",7444,"",21,39,17.4,30,5.8,5.8,5.8,5.5,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI",170,7,1,NA,NA,100,2,NA,3,680,3,NA,NA,7,1,NA,NA,100,2,NA,3,680,2,NA,NA
"288","17","2","1996",-0.891,136.952,"2/17/1996","5:59:31","Earthquake",33,NA,NA,8.2,"MW",NA,NA,NA,NA,NA,1.3,"USP0007D1W","US","US","HRV","Reviewed",5433,"Tsu",5,59,30.5,33,8.2,8.2,8.1,6.5,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI",170,54,2,NA,NA,423,3,4.2,2,5043,4,NA,NA,164,3,NA,NA,423,3,4.2,2,5043,4,NA,NA
"289","17","4","1990",39.436,74.9,"4/17/1990","1:59:33","Earthquake",33,NA,NA,6,"MW",NA,NA,NA,NA,NA,1.2,"USP000480R","US","US","HRV","Reviewed",5230,"",1,59,33.4,33,6.2,NA,6.2,6,NA,NA,NA,NA,"CHINA","","CHINA:  S XINJIANG:  WUQIA COUNTY",40,NA,NA,NA,NA,2,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,3,NA,NA
"290","17","4","2003",37.529,96.476,"4/17/2003","0:48:39","Earthquake",14,NA,549,6.4,"MWC",NA,NA,25,NA,NA,0.86,"USP000BVBG","US","US","HRV","Reviewed",5691,"",0,48,38.5,14,6.4,6.4,6.3,6.2,NA,NA,NA,NA,"CHINA","","CHINA:  QINGHAI PROVINCE:  DELINGHA",30,NA,NA,NA,NA,NA,NA,NA,1,45,1,45,1,NA,NA,NA,NA,NA,NA,NA,1,45,1,NA,NA
"291","17","4","2012",-32.625,-71.365,"4/17/2012","3:50:16","Earthquake",29,NA,518,6.7,"MWW",NA,NA,26.9,NA,NA,0.96,"USP000JJ3U","US","US","US","Reviewed",9884,"",3,50,15.6,29,6.7,6.7,6.2,6.2,NA,NA,NA,NA,"CHILE","","CHILE:  VALPARAISO",160,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"292","17","4","2013",33.958,139.352,"4/17/2013","8:57:34","Earthquake",8.8,3.6,249,5.6,"MWB",NA,NA,65,NA,NA,1.21,"USB000G9YI","US","US","US","Reviewed",10035,"",8,57,33.9,9,5.8,5.8,5.5,5.6,NA,NA,NA,NA,"JAPAN","","JAPAN: MIYAKEJIMA",30,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,2
"293","17","5","1986",52.327,-174.504,"5/17/1986","16:20:22","Earthquake",26.2,NA,NA,6.5,"MW",NA,NA,NA,NA,NA,1,"USP0002U3X","US","US","HRV","Reviewed",6468,"Tsu",16,20,22.2,26,6.4,6.4,6.6,5.8,NA,NA,NA,NA,"USA","AK","ALASKA:  ANDREANOF ISLANDS",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","17","5","1992",7.191,126.762,"5/17/1992","10:15:31","Earthquake",33,NA,NA,7.3,"MWB",NA,NA,NA,NA,NA,1.1,"USP00057GV","US","US","US","Reviewed",5324,"Tsu",10,15,31.3,33,7.5,NA,7.5,6.4,NA,NA,NA,NA,"PHILIPPINES","","PHILIPPINES:  MINDANAO, TANDAG, BISLIG",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"295","17","6","1990",27.398,65.719,"6/17/1990","4:51:46","Earthquake",14.5,NA,NA,6.1,"MW",NA,NA,NA,NA,NA,1.2,"USP0004AMB","US","US","NC","Reviewed",5247,"",4,51,45.5,15,6.3,NA,6.3,5.9,NA,NA,NA,NA,"PAKISTAN","","PAKISTAN:  BALUCHISTAN",60,NA,NA,NA,NA,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,1,NA,NA,NA,NA
"296","17","6","2000",63.966,-20.487,"6/17/2000","15:40:42","Earthquake",10,NA,406,6.5,"MWC",NA,NA,NA,NA,NA,1.03,"USP0009URH","US","US","HRV","Reviewed",8209,"",15,40,41.7,10,6.5,6.5,6.6,5.7,NA,NA,NA,NA,"ICELAND","","ICELAND:  VESTMANNAEYJAR, HELLA",120,NA,NA,NA,NA,1,1,20,3,11,1,11,1,NA,NA,NA,NA,1,1,20,3,11,1,19,1
"297","17","7","1980",-12.525,165.916,"7/17/1980","19:42:23","Earthquake",33,NA,NA,7.9,"MS",NA,NA,NA,NA,NA,NA,"USP00018Y0","US","US","US","Reviewed",4885,"Tsu",19,42,23.2,33,7.9,NA,7.9,5.8,NA,NA,NA,NA,"SOLOMON ISLANDS","","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
